,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,officialname.xml:lang,officialname.type,officialname.value,assets.datatype,assets.type,assets.value,country
651,uri,http://www.wikidata.org/entity/Q5508999,en,literal,Federal University of Rio Grande,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-08-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
652,uri,http://www.wikidata.org/entity/Q10358192,en,literal,Rede Comper,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q180846,literal,,literal,,literal,http://www.wikidata.org/entity/Q842713,literal,,,,,,,,pt-br,literal,Comper,,,,wd:Q155
653,uri,http://www.wikidata.org/entity/Q5048048,en,literal,Casas Bahia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q967648,literal,,,,,,,,,,,,,,wd:Q155
654,uri,http://www.wikidata.org/entity/Q10380809,en,literal,Terraço Itália,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
655,uri,http://www.wikidata.org/entity/Q114382341,en,literal,Prédio da Casa Popular,http://www.w3.org/2001/XMLSchema#dateTime,literal,1894-06-06T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
656,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q96,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,wd:Q155
657,uri,http://www.wikidata.org/entity/Q52851772,en,literal,Rio Grande Modelismo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
658,uri,http://www.wikidata.org/entity/Q10390004,,literal,Q10390004,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-05-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q376799,literal,,literal,,literal,http://www.wikidata.org/entity/Q36947,literal,,,,,,,,pt,literal,VIABAHIA Concessionaria de Rodovias S/A,,,,wd:Q155
659,uri,http://www.wikidata.org/entity/Q7602485,en,literal,StartAnima,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
660,uri,http://www.wikidata.org/entity/Q10366065,,literal,Q10366065,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q688275,literal,,,,,,,,,,,,,,wd:Q155
661,uri,http://www.wikidata.org/entity/Q97377626,en,literal,Unidas,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q42800,literal,,,,,,,,,,,,,,wd:Q155
662,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q792,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,,,,,,,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,wd:Q155
663,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q298,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,,,,,,,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,wd:Q155
664,uri,http://www.wikidata.org/entity/Q7553274,en,literal,Sodimac,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q77,literal,http://www.wikidata.org/entity/Q26643,literal,,literal,,literal,http://www.wikidata.org/entity/Q2887,literal,,,,,,,,,,,,,,wd:Q155
665,uri,http://www.wikidata.org/entity/Q1392113,en,literal,Bob's,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q81799,literal,,literal,,literal,http://www.wikidata.org/entity/Q8678,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,1500,,,,,,,,,,wd:Q155
666,uri,http://www.wikidata.org/entity/Q56377600,en,literal,Súper Liga Americana de Rugby,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q77,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
667,uri,http://www.wikidata.org/entity/Q10339320,en,literal,O Liberal,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
668,uri,http://www.wikidata.org/entity/Q10356556,en,literal,R7,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
669,uri,http://www.wikidata.org/entity/Q10280251,en,literal,Fast Shop,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,,,,,,,,,,,,,wd:Q155
670,uri,http://www.wikidata.org/entity/Q16492086,en,literal,Antonio Meneghetti Faculdade,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
671,uri,http://www.wikidata.org/entity/Q30931145,,literal,Q30931145,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q986011,literal,,,,,,,,,,,,,,wd:Q155
672,uri,http://www.wikidata.org/entity/Q10365655,,literal,Q10365655,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q131620,literal,,,,,,,,,,,,,,wd:Q155
673,uri,http://www.wikidata.org/entity/Q10351530,en,literal,Pontofrio,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q967648,literal,,,,,,,,,,,,,,wd:Q155
674,uri,http://www.wikidata.org/entity/Q25438600,,literal,Q25438600,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q171617,literal,,,,,,,,,,,,,,wd:Q155
675,uri,http://www.wikidata.org/entity/Q2868739,en,literal,Atacadão,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,,,,,,,,,,,,,wd:Q155
676,uri,http://www.wikidata.org/entity/Q3257188,en,literal,Livraria Cultura,http://www.w3.org/2001/XMLSchema#dateTime,literal,1947-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,,,,,,,,,,,,,wd:Q155
677,uri,http://www.wikidata.org/entity/Q9831321,en,literal,Companhia de Engenharia de Tráfego,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q175,literal,,,,,,,,,,,,,,wd:Q155
678,uri,http://www.wikidata.org/entity/Q111907780,en,literal,Orube Game Studio,,,,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
679,uri,http://www.wikidata.org/entity/Q28677065,en,literal,CATVE,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q205681,literal,,,,,,,,,,,,,,wd:Q155
680,uri,http://www.wikidata.org/entity/Q106632587,en,literal,Movida,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
681,uri,http://www.wikidata.org/entity/Q2495772,en,literal,Universidade do Sul de Santa Catarina,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
682,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q750,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,,,,,,,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,wd:Q155
683,uri,http://www.wikidata.org/entity/Q18467811,en,literal,City University of Sao Paulo,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
684,uri,http://www.wikidata.org/entity/Q10387830,en,literal,Federal University of Espírito Santo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-05-03T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,pt-br,literal,Universidade do Espírito Santo,,,,wd:Q155
685,uri,http://www.wikidata.org/entity/Q6614109,en,literal,Universidade Federal do Recôncavo da Bahia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-07-29T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
686,uri,http://www.wikidata.org/entity/Q7894359,en,literal,Universidade Católica de Brasília,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-03-12T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
687,uri,http://www.wikidata.org/entity/Q111154874,en,literal,Bluefit,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
688,uri,http://www.wikidata.org/entity/Q28681019,en,literal,Quantum,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-09-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q4361,literal,,,,,,,,,,,,,,wd:Q155
689,uri,http://www.wikidata.org/entity/Q55361070,en,literal,KaBuM!,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q484847,literal,,literal,,literal,http://www.wikidata.org/entity/Q841241,literal,,,,,,,,,,,,,,wd:Q155
690,uri,http://www.wikidata.org/entity/Q55662198,en,literal,Centro Universitário Unifafibe,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
691,uri,http://www.wikidata.org/entity/Q9698034,en,literal,Casa & Video,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q8678,literal,,,,,,,,,,,,,,wd:Q155
692,uri,http://www.wikidata.org/entity/Q540891,en,literal,Nielsen Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q1136351,literal,,literal,,literal,http://www.wikidata.org/entity/Q132830,literal,http://www.wikidata.org/entity/Q242345,,,,,,,,,,,,,wd:Q155
693,uri,http://www.wikidata.org/entity/Q20059505,en,literal,Telefônica Brasil,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,84000,,,,,,,,,,wd:Q155
694,uri,http://www.wikidata.org/entity/Q30930041,,literal,Q30930041,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q43463,literal,,,,,,,,,,,,,,wd:Q155
695,uri,http://www.wikidata.org/entity/Q97041295,en,literal,Sabin Medicina Diagnostica (Brazil),http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2844,literal,,,,,,,,,,,,,,wd:Q155
696,uri,http://www.wikidata.org/entity/Q806186,en,literal,Central Bank of Brazil,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-12-31T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,http://www.wikidata.org/entity/Q25439494,literal,http://www.wikidata.org/entity/Q2844,literal,,,,,,,,,,,,,,wd:Q155
697,uri,http://www.wikidata.org/entity/Q10338629,,literal,Q10338629,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
698,uri,http://www.wikidata.org/entity/Q111392264,en,literal,a+ Medicina Diagnóstica,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,,,,,,,,,,,,,wd:Q155
699,uri,http://www.wikidata.org/entity/Q18486519,en,literal,TV UFSC,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q132997,literal,http://www.wikidata.org/entity/Q1851075,,,,,,,,,,,,,wd:Q155
700,uri,http://www.wikidata.org/entity/Q5814528,en,literal,Federal University of Viçosa,http://www.w3.org/2001/XMLSchema#dateTime,literal,1922-03-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
701,uri,http://www.wikidata.org/entity/Q7894381,en,literal,Federal University of Amapá,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q180215,literal,,,,,,,,pt,literal,Universidade Federal do Amapá,,,,wd:Q155
702,uri,http://www.wikidata.org/entity/Q65165106,,literal,Q65165106,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
703,uri,http://www.wikidata.org/entity/Q110493721,en,literal,Green Sauce Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q192387,literal,,,,,,,,,,,,,,wd:Q155
704,uri,http://www.wikidata.org/entity/Q111111111,en,literal,Che Lagarto Hostel Porto de Galinhas,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
705,uri,http://www.wikidata.org/entity/Q10385442,,literal,Q10385442,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q40269,literal,,,,,,,,,,,,,,wd:Q155
706,uri,http://www.wikidata.org/entity/Q48871643,en,literal,Marsupial Editora,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-08-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q188897,literal,,,,,,,,,,,,,,wd:Q155
707,uri,http://www.wikidata.org/entity/Q70664231,en,literal,Carmim (company),http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
708,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q774,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,,,,,,,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,wd:Q155
709,uri,http://www.wikidata.org/entity/Q20059451,,literal,Q20059451,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q81882,literal,,,,,,,,,,,,,,wd:Q155
710,uri,http://www.wikidata.org/entity/Q18466994,en,literal,Cinesystem,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
711,uri,http://www.wikidata.org/entity/Q109686803,en,literal,Migalhas,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-11-13T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
712,uri,http://www.wikidata.org/entity/Q6955573,en,literal,NUCLEP,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
713,uri,http://www.wikidata.org/entity/Q23777939,en,literal,Grupo Estação,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
714,uri,http://www.wikidata.org/entity/Q11227006,en,literal,Jungle Fight,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
715,uri,http://www.wikidata.org/entity/Q20060804,en,literal,Rede Mais,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q983524,literal,,,,,,,,,,,,,,wd:Q155
716,uri,http://www.wikidata.org/entity/Q10303195,en,literal,Internet Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,,,,,,,,,,,,,wd:Q155
717,uri,http://www.wikidata.org/entity/Q108725681,,literal,Q108725681,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
718,uri,http://www.wikidata.org/entity/Q30932495,,literal,Q30932495,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q171617,literal,,,,,,,,,,,,,,wd:Q155
719,uri,http://www.wikidata.org/entity/Q10274292,en,literal,Escola Bahiana de Medicina e Saúde Pública,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q67467881,literal,,,,,,,,,,,,,,wd:Q155
720,uri,http://www.wikidata.org/entity/Q112148938,en,literal,Naoka Games,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
721,uri,http://www.wikidata.org/entity/Q55361070,en,literal,KaBuM!,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q484847,literal,,literal,,literal,http://www.wikidata.org/entity/Q841241,literal,,,,,,,,,,,,,,wd:Q155
722,uri,http://www.wikidata.org/entity/Q540891,en,literal,Nielsen Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q1136351,literal,,literal,,literal,http://www.wikidata.org/entity/Q132830,literal,http://www.wikidata.org/entity/Q242345,,,,,,,,,,,,,wd:Q155
723,uri,http://www.wikidata.org/entity/Q3283333,en,literal,Correio Braziliense,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-04-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
724,uri,http://www.wikidata.org/entity/Q10274957,en,literal,Espaço Itaú de Cinema,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
725,uri,http://www.wikidata.org/entity/Q61000793,,literal,Q61000793,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,,,,,,,,,,,,,wd:Q155
726,uri,http://www.wikidata.org/entity/Q25443864,,literal,Q25443864,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
727,uri,http://www.wikidata.org/entity/Q18465455,,literal,Q18465455,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q81882,literal,,,,,,,,,,,,,,wd:Q155
728,uri,http://www.wikidata.org/entity/Q7385857,en,literal,CBN,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,,,,,,,,,,,,,wd:Q155
729,uri,http://www.wikidata.org/entity/Q20053339,en,literal,Cinematográfica Araújo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
730,uri,http://www.wikidata.org/entity/Q9645252,en,literal,Banco Mercantil do Brasil,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
731,uri,http://www.wikidata.org/entity/Q10356417,,literal,Q10356417,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
732,uri,http://www.wikidata.org/entity/Q5422131,en,literal,Extra,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q175,literal,,,,,,,,,,,,,,wd:Q155
733,uri,http://www.wikidata.org/entity/Q105635242,en,literal,ITA Transportes Aéreos,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
734,uri,http://www.wikidata.org/entity/Q10366111,,literal,Q10366111,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
735,uri,http://www.wikidata.org/entity/Q10387810,en,literal,Goiás State University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
736,uri,http://www.wikidata.org/entity/Q156406,en,literal,State University of Feira de Santana,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q194343,literal,,,,,,,,pt,literal,Universidade Estadual de Feira de Santana,,,,wd:Q155
737,uri,http://www.wikidata.org/entity/Q10322521,en,literal,MK Music,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-08-13T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q839003,literal,,,,,,,,,,,,,,wd:Q155
738,uri,http://www.wikidata.org/entity/Q36687742,en,literal,NSC Comunicação,,,,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q56611639,literal,,literal,,literal,http://www.wikidata.org/entity/Q132997,literal,,,,,,,,,,,,,,wd:Q155
739,uri,http://www.wikidata.org/entity/Q400384,en,literal,Companhia Siderúrgica Nacional,http://www.w3.org/2001/XMLSchema#dateTime,literal,1941-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,"http://www.wikidata.org/entity/Q2285982, http://www.wikidata.org/entity/Q1924906",literal,,literal,,literal,http://www.wikidata.org/entity/Q8678,literal,,,,,,,,,,,,,,wd:Q155
740,uri,http://www.wikidata.org/entity/Q3064071,en,literal,Lojas Renner,http://www.w3.org/2001/XMLSchema#dateTime,literal,1922-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q216107,literal,,literal,,literal,http://www.wikidata.org/entity/Q40269,literal,,,,,,,,,,,,,,wd:Q155
741,uri,http://www.wikidata.org/entity/Q20060839,en,literal,Reserva,,,,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q155
742,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q800,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,,,,,,,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,wd:Q155
