,businessLabel.xml:lang,businessLabel.type,businessLabel.value,employees.datatype,employees.type,employees.value,assets.datatype,assets.type,assets.value,profit.datatype,profit.type,profit.value,equity.datatype,equity.type,equity.value,markcap.datatype,markcap.type,markcap.value,country
11531,en,literal,WHCL-FM,,,,,,,,,,,,,,,,wd:Q30
11532,en,literal,WHEB,,,,,,,,,,,,,,,,wd:Q30
11533,en,literal,WHLT,,,,,,,,,,,,,,,,wd:Q30
11534,en,literal,WHLW,,,,,,,,,,,,,,,,wd:Q30
11535,en,literal,WHTQ,,,,,,,,,,,,,,,,wd:Q30
11536,en,literal,WIBA,,,,,,,,,,,,,,,,wd:Q30
11537,en,literal,WIBL,,,,,,,,,,,,,,,,wd:Q30
11538,en,literal,WIDR,,,,,,,,,,,,,,,,wd:Q30
11539,en,literal,WIOG,,,,,,,,,,,,,,,,wd:Q30
11540,en,literal,WITF-TV,,,,,,,,,,,,,,,,wd:Q30
11541,en,literal,WIVB-TV,,,,,,,,,,,,,,,,wd:Q30
11542,en,literal,WIVQ,,,,,,,,,,,,,,,,wd:Q30
11543,en,literal,WJBX,,,,,,,,,,,,,,,,wd:Q30
11544,en,literal,WJHG-TV,,,,,,,,,,,,,,,,wd:Q30
11545,en,literal,WJHL-TV,,,,,,,,,,,,,,,,wd:Q30
11546,en,literal,WJLD,,,,,,,,,,,,,,,,wd:Q30
11547,en,literal,WJMR-FM,,,,,,,,,,,,,,,,wd:Q30
11548,en,literal,WJOX-FM,,,,,,,,,,,,,,,,wd:Q30
11549,en,literal,WJSR,,,,,,,,,,,,,,,,wd:Q30
11550,en,literal,WJYZ,,,,,,,,,,,,,,,,wd:Q30
11551,en,literal,WKAR-TV,,,,,,,,,,,,,,,,wd:Q30
11552,en,literal,WKCQ,,,,,,,,,,,,,,,,wd:Q30
11553,en,literal,WKKW,,,,,,,,,,,,,,,,wd:Q30
11554,en,literal,WKMI,,,,,,,,,,,,,,,,wd:Q30
11555,en,literal,WKMK,,,,,,,,,,,,,,,,wd:Q30
11556,en,literal,WKMS-FM,,,,,,,,,,,,,,,,wd:Q30
11557,en,literal,WKNN-FM,,,,,,,,,,,,,,,,wd:Q30
11558,en,literal,WKPQ,,,,,,,,,,,,,,,,wd:Q30
11559,en,literal,WKQZ,,,,,,,,,,,,,,,,wd:Q30
11560,en,literal,WKRD,,,,,,,,,,,,,,,,wd:Q30
11561,en,literal,WKRK-FM,,,,,,,,,,,,,,,,wd:Q30
11562,en,literal,WKTU,,,,,,,,,,,,,,,,wd:Q30
11563,en,literal,WLEV,,,,,,,,,,,,,,,,wd:Q30
11564,en,literal,WLFR,,,,,,,,,,,,,,,,wd:Q30
11565,en,literal,WLNI,,,,,,,,,,,,,,,,wd:Q30
11566,en,literal,WLNY-TV,,,,,,,,,,,,,,,,wd:Q30
11567,en,literal,WLRA,,,,,,,,,,,,,,,,wd:Q30
11568,en,literal,WLTX,,,,,,,,,,,,,,,,wd:Q30
11569,en,literal,WLZN,,,,,,,,,,,,,,,,wd:Q30
11570,en,literal,WMCN,,,,,,,,,,,,,,,,wd:Q30
11571,en,literal,WMDB,,,,,,,,,,,,,,,,wd:Q30
11572,en,literal,WMEE,,,,,,,,,,,,,,,,wd:Q30
11573,en,literal,WMFQ,,,,,,,,,,,,,,,,wd:Q30
11574,en,literal,WMGQ,,,,,,,,,,,,,,,,wd:Q30
11575,en,literal,WMXY,,,,,,,,,,,,,,,,wd:Q30
11576,en,literal,WMXZ,,,,,,,,,,,,,,,,wd:Q30
11577,en,literal,WMYI,,,,,,,,,,,,,,,,wd:Q30
11578,en,literal,WMYL,,,,,,,,,,,,,,,,wd:Q30
11579,en,literal,WNCI,,,,,,,,,,,,,,,,wd:Q30
11580,en,literal,WNFL,,,,,,,,,,,,,,,,wd:Q30
11581,en,literal,WNKY,,,,,,,,,,,,,,,,wd:Q30
11582,en,literal,WNSP,,,,,,,,,,,,,,,,wd:Q30
11583,en,literal,WNTK-FM,,,,,,,,,,,,,,,,wd:Q30
11584,en,literal,WNTQ,,,,,,,,,,,,,,,,wd:Q30
11585,en,literal,WOAD,,,,,,,,,,,,,,,,wd:Q30
11586,en,literal,WOAY-TV,,,,,,,,,,,,,,,,wd:Q30
11587,en,literal,WOFX,,,,,,,,,,,,,,,,wd:Q30
11588,en,literal,WOLO-TV,,,,,,,,,,,,,,,,wd:Q30
11589,en,literal,WURN,,,,,,,,,,,,,,,,wd:Q30
11590,en,literal,WYHX,,,,,,,,,,,,,,,,wd:Q30
11591,en,literal,WZIS-FM,,,,,,,,,,,,,,,,wd:Q30
11592,en,literal,Wahoo's Fish Taco,,,,,,,,,,,,,,,,wd:Q30
11593,en,literal,Warby Parker,,,,,,,,,,,,,,,,wd:Q30
11594,en,literal,Weaver Popcorn Company,,,,,,,,,,,,,,,,wd:Q30
11595,en,literal,Wedbush Securities,,,,,,,,,,,,,,,,wd:Q30
11596,en,literal,West Bend Housewares,,,,,,,,,,,,,,,,wd:Q30
11597,en,literal,Western Costume,,,,,,,,,,,,,,,,wd:Q30
11598,en,literal,Western Sizzlin',,,,,,,,,,,,,,,,wd:Q30
11599,en,literal,Westlaw,,,,,,,,,,,,,,,,wd:Q30
11600,en,literal,WFNZ-FM,,,,,,,,,,,,,,,,wd:Q30
11601,en,literal,Wildseed Farms,,,,,,,,,,,,,,,,wd:Q30
11602,en,literal,WKZY,,,,,,,,,,,,,,,,wd:Q30
11603,en,literal,WOZQ,,,,,,,,,,,,,,,,wd:Q30
11604,en,literal,WPAR,,,,,,,,,,,,,,,,wd:Q30
11605,en,literal,WPCR-FM,,,,,,,,,,,,,,,,wd:Q30
11606,en,literal,WQBE-FM,,,,,,,,,,,,,,,,wd:Q30
11607,en,literal,WQCM,,,,,,,,,,,,,,,,wd:Q30
11608,en,literal,WQHQ,,,,,,,,,,,,,,,,wd:Q30
11609,en,literal,WQIK-FM,,,,,,,,,,,,,,,,wd:Q30
11610,en,literal,WQIO,,,,,,,,,,,,,,,,wd:Q30
11611,en,literal,WQLT-FM,,,,,,,,,,,,,,,,wd:Q30
11612,en,literal,WQOK,,,,,,,,,,,,,,,,wd:Q30
11613,en,literal,WQPO,,,,,,,,,,,,,,,,wd:Q30
11614,en,literal,WQPT-TV,,,,,,,,,,,,,,,,wd:Q30
11615,en,literal,WQRB,,,,,,,,,,,,,,,,wd:Q30
11616,en,literal,WQRI,,,,,,,,,,,,,,,,wd:Q30
11617,en,literal,WQSU,,,,,,,,,,,,,,,,wd:Q30
11618,en,literal,WQTX,,,,,,,,,,,,,,,,wd:Q30
11619,en,literal,WQXR-FM,,,,,,,,,,,,,,,,wd:Q30
11620,en,literal,WQYZ,,,,,,,,,,,,,,,,wd:Q30
11621,en,literal,WRBS-FM,,,,,,,,,,,,,,,,wd:Q30
11622,en,literal,WRBT,,,,,,,,,,,,,,,,wd:Q30
11623,en,literal,WREX,,,,,,,,,,,,,,,,wd:Q30
11624,en,literal,WREZ,,,,,,,,,,,,,,,,wd:Q30
11625,en,literal,WRKI,,,,,,,,,,,,,,,,wd:Q30
11626,en,literal,WROK,,,,,,,,,,,,,,,,wd:Q30
11627,en,literal,WROV-FM,,,,,,,,,,,,,,,,wd:Q30
11628,en,literal,WRPI,,,,,,,,,,,,,,,,wd:Q30
11629,en,literal,WRPW,,,,,,,,,,,,,,,,wd:Q30
11630,en,literal,WRSR,,,,,,,,,,,,,,,,wd:Q30
11631,en,literal,WRTU,,,,,,,,,,,,,,,,wd:Q30
11632,en,literal,WRVW,,,,,,,,,,,,,,,,wd:Q30
11633,en,literal,WRXD,,,,,,,,,,,,,,,,wd:Q30
11634,en,literal,WRXZ,,,,,,,,,,,,,,,,wd:Q30
11635,en,literal,WRZK,,,,,,,,,,,,,,,,wd:Q30
11636,en,literal,WSAZ-TV,,,,,,,,,,,,,,,,wd:Q30
11637,en,literal,WSB-TV,,,,,,,,,,,,,,,,wd:Q30
11638,en,literal,WSCC-FM,,,,,,,,,,,,,,,,wd:Q30
11639,en,literal,WSET-TV,,,,,,,,,,,,,,,,wd:Q30
11640,en,literal,WSGE,,,,,,,,,,,,,,,,wd:Q30
11641,en,literal,WSIA,,,,,,,,,,,,,,,,wd:Q30
11642,en,literal,WSIL-TV,,,,,,,,,,,,,,,,wd:Q30
11643,en,literal,WSJD,,,,,,,,,,,,,,,,wd:Q30
11644,en,literal,WSKY-TV,,,,,,,,,,,,,,,,wd:Q30
11645,en,literal,WSLQ,,,,,,,,,,,,,,,,wd:Q30
11646,en,literal,WSPK,,,,,,,,,,,,,,,,wd:Q30
11647,en,literal,WSRE,,,,,,,,,,,,,,,,wd:Q30
11648,en,literal,WSVS,,,,,,,,,,,,,,,,wd:Q30
11649,en,literal,WSYX,,,,,,,,,,,,,,,,wd:Q30
11650,en,literal,WTAT-TV,,,,,,,,,,,,,,,,wd:Q30
11651,en,literal,WTCC,,,,,,,,,,,,,,,,wd:Q30
11652,en,literal,WTEN,,,,,,,,,,,,,,,,wd:Q30
11653,en,literal,WTIC,,,,,,,,,,,,,,,,wd:Q30
11654,en,literal,WTIC-FM,,,,,,,,,,,,,,,,wd:Q30
11655,en,literal,WTJU,,,,,,,,,,,,,,,,wd:Q30
11656,en,literal,WTVR-TV,,,,,,,,,,,,,,,,wd:Q30
11657,en,literal,WTVZ-TV,,,,,,,,,,,,,,,,wd:Q30
11658,en,literal,WTWV-FM,,,,,,,,,,,,,,,,wd:Q30
11659,en,literal,WUMB-FM,,,,,,,,,,,,,,,,wd:Q30
11660,en,literal,WUOM,,,,,,,,,,,,,,,,wd:Q30
11661,en,literal,WUPL,,,,,,,,,,,,,,,,wd:Q30
11662,en,literal,WUSC-FM,,,,,,,,,,,,,,,,wd:Q30
11663,en,literal,WUSJ,,,,,,,,,,,,,,,,wd:Q30
11664,en,literal,WUSL,,,,,,,,,,,,,,,,wd:Q30
11665,en,literal,WUSR,,,,,,,,,,,,,,,,wd:Q30
11666,en,literal,WUTB,,,,,,,,,,,,,,,,wd:Q30
11667,en,literal,WUUQ,,,,,,,,,,,,,,,,wd:Q30
11668,en,literal,WUVI,,,,,,,,,,,,,,,,wd:Q30
11669,en,literal,WVAC-FM,,,,,,,,,,,,,,,,wd:Q30
11670,en,literal,WVBO,,,,,,,,,,,,,,,,wd:Q30
11671,en,literal,WVEA-TV,,,,,,,,,,,,,,,,wd:Q30
11672,en,literal,WVEE,,,,,,,,,,,,,,,,wd:Q30
11673,en,literal,WVKS,,,,,,,,,,,,,,,,wd:Q30
11674,en,literal,WVPO,,,,,,,,,,,,,,,,wd:Q30
11675,en,literal,WVTC,,,,,,,,,,,,,,,,wd:Q30
11676,en,literal,WVTV,,,,,,,,,,,,,,,,wd:Q30
11677,en,literal,WVUT,,,,,,,,,,,,,,,,wd:Q30
11678,en,literal,WVVA,,,,,,,,,,,,,,,,wd:Q30
11679,en,literal,WWAY,,,,,,,,,,,,,,,,wd:Q30
11680,en,literal,WWDE-FM,,,,,,,,,,,,,,,,wd:Q30
11681,en,literal,WWL-TV,,,,,,,,,,,,,,,,wd:Q30
11682,en,literal,WWLS-FM,,,,,,,,,,,,,,,,wd:Q30
11683,en,literal,WWMG,,,,,,,,,,,,,,,,wd:Q30
11684,en,literal,WWMT,,,,,,,,,,,,,,,,wd:Q30
11685,en,literal,WWNC,,,,,,,,,,,,,,,,wd:Q30
11686,en,literal,WWPR-FM,,,,,,,,,,,,,,,,wd:Q30
11687,en,literal,WWRD-LP,,,,,,,,,,,,,,,,wd:Q30
11688,en,literal,WWRZ,,,,,,,,,,,,,,,,wd:Q30
11689,en,literal,WWST,,,,,,,,,,,,,,,,wd:Q30
11690,en,literal,WWTN,,,,,,,,,,,,,,,,wd:Q30
11691,en,literal,WWYN,,,,,,,,,,,,,,,,wd:Q30
11692,en,literal,WXAV,,,,,,,,,,,,,,,,wd:Q30
11693,en,literal,WXBB,,,,,,,,,,,,,,,,wd:Q30
11694,en,literal,WXBQ-FM,,,,,,,,,,,,,,,,wd:Q30
11695,en,literal,WXBX,,,,,,,,,,,,,,,,wd:Q30
11696,en,literal,WXCI,,,,,,,,,,,,,,,,wd:Q30
11697,en,literal,WXDE,,,,,,,,,,,,,,,,wd:Q30
11698,en,literal,WXFX,,,,,,,,,,,,,,,,wd:Q30
11699,en,literal,WXLO,,,,,,,,,,,,,,,,wd:Q30
11700,en,literal,WXTX,,,,,,,,,,,,,,,,wd:Q30
11701,en,literal,WYCB,,,,,,,,,,,,,,,,wd:Q30
11702,en,literal,WYEP-FM,,,,,,,,,,,,,,,,wd:Q30
11703,en,literal,WYGC,,,,,,,,,,,,,,,,wd:Q30
11704,en,literal,WYGM,,,,,,,,,,,,,,,,wd:Q30
11705,en,literal,WYMT-TV,,,,,,,,,,,,,,,,wd:Q30
11706,en,literal,WYNK-FM,,,,,,,,,,,,,,,,wd:Q30
11707,en,literal,WYOO,,,,,,,,,,,,,,,,wd:Q30
11708,en,literal,WYTV,,,,,,,,,,,,,,,,wd:Q30
11709,en,literal,WYYX,,,,,,,,,,,,,,,,wd:Q30
11710,en,literal,WZBC,,,,,,,,,,,,,,,,wd:Q30
11711,en,literal,WZBQ,,,,,,,,,,,,,,,,wd:Q30
11712,en,literal,WZDA,,,,,,,,,,,,,,,,wd:Q30
11713,en,literal,WZLX,,,,,,,,,,,,,,,,wd:Q30
11714,en,literal,WZTV,,,,,,,,,,,,,,,,wd:Q30
11715,en,literal,Visa Inc.,http://www.w3.org/2001/XMLSchema#decimal,literal,17000,http://www.w3.org/2001/XMLSchema#decimal,literal,67977000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14957000000,http://www.w3.org/2001/XMLSchema#decimal,literal,29842000000,http://www.w3.org/2001/XMLSchema#decimal,literal,478760000000,wd:Q30
11716,en,literal,Visa Inc.,http://www.w3.org/2001/XMLSchema#decimal,literal,17000,http://www.w3.org/2001/XMLSchema#decimal,literal,67977000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14957000000,http://www.w3.org/2001/XMLSchema#decimal,literal,29842000000,http://www.w3.org/2001/XMLSchema#decimal,literal,494680000000,wd:Q30
11717,en,literal,Wilson Bohannan,,,,,,,,,,,,,,,,wd:Q30
11718,en,literal,Winchell's Donuts,,,,,,,,,,,,,,,,wd:Q30
11719,en,literal,Woopra,,,,,,,,,,,,,,,,wd:Q30
11720,en,literal,World Gym,,,,,,,,,,,,,,,,wd:Q30
11721,en,literal,"XPO, Inc.",,,,,,,,,,,,,,,,wd:Q30
11722,en,literal,Yep Roc Records,,,,,,,,,,,,,,,,wd:Q30
11723,en,literal,Zachtronics,,,,,,,,,,,,,,,,wd:Q30
11724,en,literal,Zeboyd Games,,,,,,,,,,,,,,,,wd:Q30
11725,en,literal,Zerto,,,,,,,,,,,,,,,,wd:Q30
11726,en,literal,Zillow,,,,,,,,,,,,,,,,wd:Q30
11727,en,literal,Zingaya,,,,,,,,,,,,,,,,wd:Q30
11728,en,literal,Zuma Press,,,,,,,,,,,,,,,,wd:Q30
11729,en,literal,Visa Inc.,http://www.w3.org/2001/XMLSchema#decimal,literal,17000,http://www.w3.org/2001/XMLSchema#decimal,literal,67977000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14957000000,http://www.w3.org/2001/XMLSchema#decimal,literal,3291200000,http://www.w3.org/2001/XMLSchema#decimal,literal,478760000000,wd:Q30
11730,en,literal,Visa Inc.,http://www.w3.org/2001/XMLSchema#decimal,literal,17000,http://www.w3.org/2001/XMLSchema#decimal,literal,67977000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14957000000,http://www.w3.org/2001/XMLSchema#decimal,literal,3291200000,http://www.w3.org/2001/XMLSchema#decimal,literal,494680000000,wd:Q30
11731,en,literal,Visa Inc.,http://www.w3.org/2001/XMLSchema#decimal,literal,17000,http://www.w3.org/2001/XMLSchema#decimal,literal,67977000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14957000000,http://www.w3.org/2001/XMLSchema#decimal,literal,34006000000,http://www.w3.org/2001/XMLSchema#decimal,literal,478760000000,wd:Q30
11732,en,literal,Visa Inc.,http://www.w3.org/2001/XMLSchema#decimal,literal,17000,http://www.w3.org/2001/XMLSchema#decimal,literal,67977000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14957000000,http://www.w3.org/2001/XMLSchema#decimal,literal,34006000000,http://www.w3.org/2001/XMLSchema#decimal,literal,494680000000,wd:Q30
11733,en,literal,Valve Corporation,http://www.w3.org/2001/XMLSchema#decimal,literal,330,,,,,,,,,,,,,wd:Q30
11734,en,literal,The Halal Guys,,,,,,,,,,,,,,,,wd:Q30
11735,en,literal,WPXI,,,,,,,,,,,,,,,,wd:Q30
11736,en,literal,KDBC-TV,,,,,,,,,,,,,,,,wd:Q30
11737,en,literal,August Capital,,,,,,,,,,,,,,,,wd:Q30
11738,en,literal,Visa Inc.,http://www.w3.org/2001/XMLSchema#decimal,literal,17000,http://www.w3.org/2001/XMLSchema#decimal,literal,67977000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14957000000,http://www.w3.org/2001/XMLSchema#decimal,literal,37589000000,http://www.w3.org/2001/XMLSchema#decimal,literal,478760000000,wd:Q30
11739,en,literal,Visa Inc.,http://www.w3.org/2001/XMLSchema#decimal,literal,17000,http://www.w3.org/2001/XMLSchema#decimal,literal,67977000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14957000000,http://www.w3.org/2001/XMLSchema#decimal,literal,37589000000,http://www.w3.org/2001/XMLSchema#decimal,literal,494680000000,wd:Q30
11740,en,literal,TIAA,http://www.w3.org/2001/XMLSchema#decimal,literal,12950,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,2335800000,,,,,,,wd:Q30
11741,en,literal,Portland Incubator Experiment,,,,,,,,,,,,,,,,wd:Q30
11742,en,literal,Kidde,,,,,,,,,,,,,,,,wd:Q30
11743,en,literal,"OverDrive, Inc.",,,,,,,,,,,,,,,,wd:Q30
11744,en,literal,Hennessey Performance Engineering,,,,,,,,,,,,,,,,wd:Q30
11745,en,literal,Visa Inc.,http://www.w3.org/2001/XMLSchema#decimal,literal,17000,http://www.w3.org/2001/XMLSchema#decimal,literal,69225000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14957000000,http://www.w3.org/2001/XMLSchema#decimal,literal,32760000000,http://www.w3.org/2001/XMLSchema#decimal,literal,478760000000,wd:Q30
11746,en,literal,Visa Inc.,http://www.w3.org/2001/XMLSchema#decimal,literal,17000,http://www.w3.org/2001/XMLSchema#decimal,literal,69225000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14957000000,http://www.w3.org/2001/XMLSchema#decimal,literal,32760000000,http://www.w3.org/2001/XMLSchema#decimal,literal,494680000000,wd:Q30
11747,en,literal,Visa Inc.,http://www.w3.org/2001/XMLSchema#decimal,literal,17000,http://www.w3.org/2001/XMLSchema#decimal,literal,69225000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14957000000,http://www.w3.org/2001/XMLSchema#decimal,literal,36210000000,http://www.w3.org/2001/XMLSchema#decimal,literal,478760000000,wd:Q30
11748,en,literal,Visa Inc.,http://www.w3.org/2001/XMLSchema#decimal,literal,17000,http://www.w3.org/2001/XMLSchema#decimal,literal,69225000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14957000000,http://www.w3.org/2001/XMLSchema#decimal,literal,36210000000,http://www.w3.org/2001/XMLSchema#decimal,literal,494680000000,wd:Q30
11749,en,literal,Cognizant,http://www.w3.org/2001/XMLSchema#decimal,literal,266200,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,2290000000,,,,,,,wd:Q30
11750,en,literal,KBJR-TV,,,,,,,,,,,,,,,,wd:Q30
11751,en,literal,KBPI,,,,,,,,,,,,,,,,wd:Q30
11752,en,literal,KENV-DT,,,,,,,,,,,,,,,,wd:Q30
11753,en,literal,KFMX-FM,,,,,,,,,,,,,,,,wd:Q30
11754,en,literal,KIXQ,,,,,,,,,,,,,,,,wd:Q30
11755,en,literal,KKCB,,,,,,,,,,,,,,,,wd:Q30
11756,en,literal,KKRL,,,,,,,,,,,,,,,,wd:Q30
11757,en,literal,KLCZ,,,,,,,,,,,,,,,,wd:Q30
11758,en,literal,KLVI,,,,,,,,,,,,,,,,wd:Q30
11759,en,literal,KNNG,,,,,,,,,,,,,,,,wd:Q30
11760,en,literal,KOMR,,,,,,,,,,,,,,,,wd:Q30
11761,en,literal,KQXT-FM,,,,,,,,,,,,,,,,wd:Q30
11762,en,literal,KROC-FM,,,,,,,,,,,,,,,,wd:Q30
11763,en,literal,KTVT,,,,,,,,,,,,,,,,wd:Q30
11764,en,literal,KWLC,,,,,,,,,,,,,,,,wd:Q30
11765,en,literal,KWTV-DT,,,,,,,,,,,,,,,,wd:Q30
11766,en,literal,KXKT,,,,,,,,,,,,,,,,wd:Q30
11767,en,literal,Tulane University Law School,,,,,,,,,,,,,,,,wd:Q30
11768,en,literal,WBBE,,,,,,,,,,,,,,,,wd:Q30
11769,en,literal,WEEC,,,,,,,,,,,,,,,,wd:Q30
11770,en,literal,WFBC-FM,,,,,,,,,,,,,,,,wd:Q30
11771,en,literal,WLWC,,,,,,,,,,,,,,,,wd:Q30
11772,en,literal,WLZW,,,,,,,,,,,,,,,,wd:Q30
11773,en,literal,WQMP,,,,,,,,,,,,,,,,wd:Q30
11774,en,literal,WSTZ-FM,,,,,,,,,,,,,,,,wd:Q30
11775,en,literal,WVUR-FM,,,,,,,,,,,,,,,,wd:Q30
11776,en,literal,California Pizza Kitchen,,,,,,,,,,,,,,,,wd:Q30
11777,en,literal,Jackbox Games,,,,,,,,,,,,,,,,wd:Q30
11778,en,literal,KDKA-FM,,,,,,,,,,,,,,,,wd:Q30
11779,en,literal,Airpush,,,,,,,,,,,,,,,,wd:Q30
11780,en,literal,AlchemyAPI,,,,,,,,,,,,,,,,wd:Q30
11781,en,literal,WHUT-TV,,,,,,,,,,,,,,,,wd:Q30
11782,en,literal,Alex and Ani,,,,,,,,,,,,,,,,wd:Q30
11783,en,literal,South University,http://www.w3.org/2001/XMLSchema#decimal,literal,146,,,,,,,,,,,,,wd:Q30
11784,en,literal,B Street Theatre,,,,,,,,,,,,,,,,wd:Q30
11785,en,literal,Conviva,,,,,,,,,,,,,,,,wd:Q30
11786,en,literal,Fidelity Bank,,,,,,,,,,,,,,,,wd:Q30
11787,en,literal,Acceleron Pharma,,,,,,,,,,,,,,,,wd:Q30
11788,en,literal,Cake in a Cup,,,,,,,,,,,,,,,,wd:Q30
11789,en,literal,CamelBak,,,,,,,,,,,,,,,,wd:Q30
11790,en,literal,Charming Charlie,,,,,,,,,,,,,,,,wd:Q30
11791,en,literal,CHEF'STORE,,,,,,,,,,,,,,,,wd:Q30
11792,en,literal,Jeni's Splendid Ice Creams,,,,,,,,,,,,,,,,wd:Q30
11793,en,literal,KPBS,,,,,,,,,,,,,,,,wd:Q30
11794,en,literal,Light Work,,,,,,,,,,,,,,,,wd:Q30
11795,en,literal,Third Rock Ventures,,,,,,,,,,,,,,,,wd:Q30
11796,en,literal,WCLV,,,,,,,,,,,,,,,,wd:Q30
11797,en,literal,Achievement First,,,,,,,,,,,,,,,,wd:Q30
11798,en,literal,Addepar,,,,,,,,,,,,,,,,wd:Q30
11799,en,literal,Aerojet Rocketdyne,,,,,,,,,,,,,,,,wd:Q30
11800,en,literal,Aio Wireless,,,,,,,,,,,,,,,,wd:Q30
11801,en,literal,"Beacon Roofing Supply, Inc.",,,,,,,,,,,,,,,,wd:Q30
11802,en,literal,Bellevue Literary Press,,,,,,,,,,,,,,,,wd:Q30
11803,en,literal,BrightFocus Foundation,,,,,,,,,,,,,,,,wd:Q30
11804,en,literal,Castlight Health,,,,,,,,,,,,,,,,wd:Q30
11805,en,literal,FuelCell Energy,,,,,,,,,,,,,,,,wd:Q30
11806,en,literal,Grubhub,,,,,,,,,,,,,,,,wd:Q30
11807,en,literal,Harps Food Stores,,,,,,,,,,,,,,,,wd:Q30
11808,en,literal,Hash House a go go,,,,,,,,,,,,,,,,wd:Q30
11809,en,literal,Jimenez Arms,,,,,,,,,,,,,,,,wd:Q30
11810,en,literal,KSJO,,,,,,,,,,,,,,,,wd:Q30
11811,en,literal,Landmark Credit Union,,,,,,,,,,,,,,,,wd:Q30
11812,en,literal,Lucille's Smokehouse Bar-B-Que,,,,,,,,,,,,,,,,wd:Q30
11813,en,literal,Manchester Transit Authority,,,,,,,,,,,,,,,,wd:Q30
11814,en,literal,Mixpo,,,,,,,,,,,,,,,,wd:Q30
11815,en,literal,SoFi,,,,,,,,,,,,,,,,wd:Q30
11816,en,literal,The Word Network,,,,,,,,,,,,,,,,wd:Q30
11817,en,literal,"Titmouse, Inc.",,,,,,,,,,,,,,,,wd:Q30
11818,en,literal,USAgain,,,,,,,,,,,,,,,,wd:Q30
11819,en,literal,Advance Transit,,,,,,,,,,,,,,,,wd:Q30
11820,en,literal,BetterCloud,,,,,,,,,,,,,,,,wd:Q30
11821,en,literal,Bloomfire,,,,,,,,,,,,,,,,wd:Q30
11822,en,literal,DigitalOcean,,,,,,,,,,,,,,,,wd:Q30
11823,en,literal,Focus@Will,,,,,,,,,,,,,,,,wd:Q30
11824,en,literal,IMG Academy,,,,,,,,,,,,,,,,wd:Q30
11825,en,literal,MedMen,,,,,,,,,,,,,,,,wd:Q30
11826,en,literal,Motion Industries,,,,,,,,,,,,,,,,wd:Q30
11827,en,literal,North American Cartographic Information Society,,,,,,,,,,,,,,,,wd:Q30
11828,en,literal,Novavax,,,,,,,,,,,,,,,,wd:Q30
11829,en,literal,Ontraport,,,,,,,,,,,,,,,,wd:Q30
11830,en,literal,Pax World Funds,,,,,,,,,,,,,,,,wd:Q30
11831,en,literal,Piggybackr,,,,,,,,,,,,,,,,wd:Q30
11832,en,literal,Recorded Books,,,,,,,,,,,,,,,,wd:Q30
11833,en,literal,Soft Skull Press,,,,,,,,,,,,,,,,wd:Q30
11834,en,literal,Spark Foundry,,,,,,,,,,,,,,,,wd:Q30
11835,en,literal,Tipsy Elves,,,,,,,,,,,,,,,,wd:Q30
11836,en,literal,Two Leaves Tea Company,,,,,,,,,,,,,,,,wd:Q30
11837,en,literal,Whitey's Ice Cream,,,,,,,,,,,,,,,,wd:Q30
11838,en,literal,Grange Insurance,,,,,,,,,,,,,,,,wd:Q30
11839,en,literal,Daniel Defense,,,,,,,,,,,,,,,,wd:Q30
11840,en,literal,DataDirect Networks,,,,,,,,,,,,,,,,wd:Q30
11841,en,literal,Nvidia,http://www.w3.org/2001/XMLSchema#decimal,literal,13775,http://www.w3.org/2001/XMLSchema#decimal,literal,7370000000,http://www.w3.org/2001/XMLSchema#decimal,literal,4368000000,http://www.w3.org/2001/XMLSchema#decimal,literal,7471000000,http://www.w3.org/2001/XMLSchema#decimal,literal,641100000000,wd:Q30
11842,en,literal,Dirty Ghetto Kids,,,,,,,,,,,,,,,,wd:Q30
11843,en,literal,Generation Orbit Launch Services,,,,,,,,,,,,,,,,wd:Q30
11844,en,literal,Nerdist Industries,,,,,,,,,,,,,,,,wd:Q30
11845,en,literal,Product Hunt,,,,,,,,,,,,,,,,wd:Q30
11846,en,literal,Qorvo,,,,,,,,,,,,,,,,wd:Q30
11847,en,literal,Snake Nation Press,,,,,,,,,,,,,,,,wd:Q30
11848,en,literal,WSES,,,,,,,,,,,,,,,,wd:Q30
11849,en,literal,Nvidia,http://www.w3.org/2001/XMLSchema#decimal,literal,13775,http://www.w3.org/2001/XMLSchema#decimal,literal,7370000000,http://www.w3.org/2001/XMLSchema#decimal,literal,4368000000,http://www.w3.org/2001/XMLSchema#decimal,literal,7471000000,http://www.w3.org/2001/XMLSchema#decimal,literal,548070000000,wd:Q30
