,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country
151,uri,http://www.wikidata.org/entity/Q4315122,en,literal,Universidad Nacional del Comahue,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q44239,literal,,,,,,,,,,,,,,,,,wd:Q414
152,uri,http://www.wikidata.org/entity/Q5778964,,literal,Q5778964,http://www.w3.org/2001/XMLSchema#dateTime,literal,1939-10-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
153,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q774,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,,,,,,,wd:Q414
154,uri,http://www.wikidata.org/entity/Q5821557,en,literal,El Constructor,,,,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
155,uri,http://www.wikidata.org/entity/Q6979266,en,literal,National University of Salta,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
156,uri,http://www.wikidata.org/entity/Q1076209,en,literal,Universidad Nacional de Cuyo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1939-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q44237,literal,,,,,,,,,,,,,,,,,wd:Q414
157,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,,,,wd:Q414
158,uri,http://www.wikidata.org/entity/Q56604109,en,literal,Patios de Cafayate,http://www.w3.org/2001/XMLSchema#dateTime,literal,1740-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
159,uri,http://www.wikidata.org/entity/Q5351521,en,literal,El Litoral,http://www.w3.org/2001/XMLSchema#dateTime,literal,1918-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
160,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q733,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,,,,wd:Q414
161,uri,http://www.wikidata.org/entity/Q4856204,en,literal,Bank of the City of Buenos Aires,http://www.w3.org/2001/XMLSchema#dateTime,literal,1878-05-23T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q1486,literal,,,,,,,,,,,,,,,,,wd:Q414
162,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,,,,,,,wd:Q414
163,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q739,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,,,,wd:Q414
164,uri,http://www.wikidata.org/entity/Q1570489,en,literal,National University of Córdoba,http://www.w3.org/2001/XMLSchema#dateTime,literal,1613-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
165,uri,http://www.wikidata.org/entity/Q62131749,en,literal,Axion,,,,uri,http://www.wikidata.org/entity/Q77,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
166,uri,http://www.wikidata.org/entity/Q101429880,en,literal,Adecoagro,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,"http://www.wikidata.org/entity/Q13554450, http://www.wikidata.org/entity/Q396622",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
167,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q736,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,,,,wd:Q414
168,uri,http://www.wikidata.org/entity/Q98563931,en,literal,El Ciudadano (Mendoza),,,,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
169,uri,http://www.wikidata.org/entity/Q5805308,,literal,Q5805308,http://www.w3.org/2001/XMLSchema#dateTime,literal,1897-03-06T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
170,uri,http://www.wikidata.org/entity/Q20819472,en,literal,Diario La Voz del Pueblo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1902-09-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
171,uri,http://www.wikidata.org/entity/Q7553274,en,literal,Sodimac,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,http://www.wikidata.org/entity/Q26643,literal,,literal,,literal,http://www.wikidata.org/entity/Q2887,literal,,,,,,,,,,,,,,,,,wd:Q414
172,uri,http://www.wikidata.org/entity/Q56377600,en,literal,Súper Liga Americana de Rugby,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
173,uri,http://www.wikidata.org/entity/Q29017875,en,literal,Norwegian Air Argentina,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,http://www.wikidata.org/entity/Q59474,literal,,literal,http://www.wikidata.org/entity/Q1486,literal,,,,,,,,,,,,,,,,,wd:Q414
174,uri,http://www.wikidata.org/entity/Q5856076,en,literal,Farmacity,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q790487,literal,,,,,,,,,,,,,,,,,wd:Q414
175,uri,http://www.wikidata.org/entity/Q2838738,en,literal,Pampa Energía,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,http://www.wikidata.org/entity/Q1341477,literal,,literal,,literal,http://www.wikidata.org/entity/Q1486,literal,,,,,,,,,,,,,,,,,wd:Q414
176,uri,http://www.wikidata.org/entity/Q2037048,en,literal,Techint,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,http://www.wikidata.org/entity/Q11467,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1486, http://www.wikidata.org/entity/Q490",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,59196,,,,,,,,,,wd:Q414
177,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q298,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,,,,wd:Q414
178,uri,http://www.wikidata.org/entity/Q5331091,en,literal,Easy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2887,literal,,,,,,,,,,,,,,,,,wd:Q414
179,uri,http://www.wikidata.org/entity/Q7553274,en,literal,Sodimac,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q419,literal,http://www.wikidata.org/entity/Q26643,literal,,literal,,literal,http://www.wikidata.org/entity/Q2887,literal,,,,,,,,,,,,,,,,,wd:Q414
180,uri,http://www.wikidata.org/entity/Q16489444,en,literal,BIND Industrial Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1928-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,"http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q1486,literal,,,,,,,,,,,,,,,,,wd:Q414
181,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q750,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,,,,wd:Q414
182,uri,http://www.wikidata.org/entity/Q5669256,en,literal,Allende & Brea,,,,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
183,uri,http://www.wikidata.org/entity/Q29388093,en,literal,Grupo Octubre,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1486,literal,,es,literal,Grupo Octubre S.A.,,,,,,,,,,,,,wd:Q414
184,uri,http://www.wikidata.org/entity/Q2918415,en,literal,Codere,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q233,literal,"http://www.wikidata.org/entity/Q664702, http://www.wikidata.org/entity/Q1506462",literal,,literal,,literal,http://www.wikidata.org/entity/Q2807,literal,http://www.wikidata.org/entity/Q82059,es,literal,Codere S.A.,,,,,,,,,,,,,wd:Q414
185,uri,http://www.wikidata.org/entity/Q105745052,en,literal,Barbacube,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1486,literal,,,,,,,,,,,,,,,,,wd:Q414
186,uri,http://www.wikidata.org/entity/Q5805375,en,literal,Diario de Cuyo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1947-07-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q44241,literal,,,,,,,,,,,,,,,,,wd:Q414
187,uri,http://www.wikidata.org/entity/Q5733950,en,literal,National University of General San Martín,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
188,uri,http://www.wikidata.org/entity/Q6116255,en,literal,Trenes Argentinos Operaciones,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,http://www.wikidata.org/entity/Q3565868,literal,,literal,,literal,http://www.wikidata.org/entity/Q1486,literal,http://www.wikidata.org/entity/Q19619342,,,,,,,,,,,,,,,,wd:Q414
189,uri,http://www.wikidata.org/entity/Q96324237,en,literal,Huerta Tipográfica,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
190,uri,http://www.wikidata.org/entity/Q2037048,en,literal,Techint,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q11467,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1486, http://www.wikidata.org/entity/Q490",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,59196,,,,,,,,,,wd:Q414
191,uri,http://www.wikidata.org/entity/Q1053372,en,literal,Cencosud,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q298,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q14484, http://www.wikidata.org/entity/Q2887",literal,,,,,,,,,,,,,,,,,wd:Q414
192,uri,http://www.wikidata.org/entity/Q194223,en,literal,University of Buenos Aires,http://www.w3.org/2001/XMLSchema#dateTime,literal,1821-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
193,uri,http://www.wikidata.org/entity/Q96324237,en,literal,Huerta Tipográfica,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
194,uri,http://www.wikidata.org/entity/Q855988,en,literal,Super Rugby,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
195,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,,,,,,,wd:Q414
196,uri,http://www.wikidata.org/entity/Q5888023,en,literal,Pizzeria Guerrín,http://www.w3.org/2001/XMLSchema#dateTime,literal,1932-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
197,uri,http://www.wikidata.org/entity/Q5175411,en,literal,Coto supermarkets,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1486,literal,,,,,,,,,,,,,,,,,wd:Q414
198,uri,http://www.wikidata.org/entity/Q2745397,en,literal,Olé,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1486,literal,,,,,,,,,,,,,,,,,wd:Q414
199,uri,http://www.wikidata.org/entity/Q4854086,en,literal,Banco Credicoop,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q1486,literal,,,,,,,,,,,,,,,,,wd:Q414
200,uri,http://www.wikidata.org/entity/Q5805350,,literal,Q5805350,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q44237,literal,,,,,,,,,,,,,,,,,wd:Q414
201,uri,http://www.wikidata.org/entity/Q429592,en,literal,Río Negro,http://www.w3.org/2001/XMLSchema#dateTime,literal,1912-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q52506,literal,,,,,,,,,,,,,,,,,wd:Q414
202,uri,http://www.wikidata.org/entity/Q878108,en,literal,Clarín,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-08-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1486,literal,,,,,,,,,,,,,,,,,wd:Q414
203,uri,http://www.wikidata.org/entity/Q5821730,en,literal,Diario Parana Digital,http://www.w3.org/2001/XMLSchema#dateTime,literal,1914-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q44213,literal,,,,,,,,,,,,,,,,,wd:Q414
204,uri,http://www.wikidata.org/entity/Q855988,en,literal,Super Rugby,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
205,uri,http://www.wikidata.org/entity/Q2918415,en,literal,Codere,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q96,literal,"http://www.wikidata.org/entity/Q664702, http://www.wikidata.org/entity/Q1506462",literal,,literal,,literal,http://www.wikidata.org/entity/Q2807,literal,http://www.wikidata.org/entity/Q82059,es,literal,Codere S.A.,,,,,,,,,,,,,wd:Q414
206,uri,http://www.wikidata.org/entity/Q784171,en,literal,National University of La Plata,http://www.w3.org/2001/XMLSchema#dateTime,literal,1897-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,http://www.wikidata.org/entity/Q10873617,literal,,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,10900,,,,,,,,,,wd:Q414
207,uri,http://www.wikidata.org/entity/Q2070637,en,literal,Perfil,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1486,literal,,,,,,,,,,,,,,,,,wd:Q414
208,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q77,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,,,,wd:Q414
209,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,,,,,,,wd:Q414
210,uri,http://www.wikidata.org/entity/Q56377600,en,literal,Súper Liga Americana de Rugby,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q733,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
211,uri,http://www.wikidata.org/entity/Q855988,en,literal,Super Rugby,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
212,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q419,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,,,,,,,wd:Q414
213,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q228,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,,,,wd:Q414
214,uri,http://www.wikidata.org/entity/Q109133703,en,literal,Maximus Gaming Hardware,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,"http://www.wikidata.org/entity/Q581105, http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q11661",literal,,literal,,literal,http://www.wikidata.org/entity/Q1486,literal,,es,literal,Grupo Maximus S.R.L.,,,,,,,,,,,,,wd:Q414
215,uri,http://www.wikidata.org/entity/Q56377600,en,literal,Súper Liga Americana de Rugby,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q739,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
216,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q717,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,,,,,,,wd:Q414
217,uri,http://www.wikidata.org/entity/Q9091583,en,literal,National University of Villa María,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
218,uri,http://www.wikidata.org/entity/Q107288844,en,literal,Games Station,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q2917260,literal,,,,,,,,,,,,,,,,,wd:Q414
219,uri,http://www.wikidata.org/entity/Q6979260,en,literal,National University of Mar del Plata,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
220,uri,http://www.wikidata.org/entity/Q5331091,en,literal,Easy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q739,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2887,literal,,,,,,,,,,,,,,,,,wd:Q414
221,uri,http://www.wikidata.org/entity/Q4820037,en,literal,Pol-ka Producciones,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,http://www.wikidata.org/entity/Q590870,literal,,literal,,literal,http://www.wikidata.org/entity/Q1486,literal,,es,literal,Pol-ka Producciones,,,,,,,,,,,,,wd:Q414
222,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q774,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,,,,wd:Q414
223,uri,http://www.wikidata.org/entity/Q5858167,en,literal,Vea,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q44237,literal,,,,,,,,,,,,,,,,,wd:Q414
224,uri,http://www.wikidata.org/entity/Q54257504,en,literal,"MPForce, Inc.",http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1486,literal,,,,,,,,,,,,,,,,,wd:Q414
225,uri,http://www.wikidata.org/entity/Q112973406,en,literal,Bloodious Games,,,,uri,http://www.wikidata.org/entity/Q414,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
226,uri,http://www.wikidata.org/entity/Q7553274,en,literal,Sodimac,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q298,literal,http://www.wikidata.org/entity/Q26643,literal,,literal,,literal,http://www.wikidata.org/entity/Q2887,literal,,,,,,,,,,,,,,,,,wd:Q414
227,uri,http://www.wikidata.org/entity/Q56377600,en,literal,Súper Liga Americana de Rugby,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q298,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
228,uri,http://www.wikidata.org/entity/Q109933148,en,literal,Colorshop,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q414
229,uri,http://www.wikidata.org/entity/Q5478553,en,literal,Grupo Indalo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q221921,literal,,es,literal,Grupo Indalo S.A.,http://www.w3.org/2001/XMLSchema#decimal,literal,18,,,,,,,,,,wd:Q414
230,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q241,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,,,,wd:Q414
