,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,officialname.xml:lang,officialname.type,officialname.value,profit.datatype,profit.type,profit.value,country
13,uri,http://www.wikidata.org/entity/Q64016780,en,literal,ROBINSON club Soma Bay,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,ar,literal,روبنسون كلوب سوما باي,,,,wd:Q79
14,uri,http://www.wikidata.org/entity/Q57654071,en,literal,Fanadir Hotel El Gouna,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
15,uri,http://www.wikidata.org/entity/Q115323784,en,literal,Coffee Berry,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
16,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,wd:Q79
17,uri,http://www.wikidata.org/entity/Q111521431,en,literal,Café de la Paix,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
18,uri,http://www.wikidata.org/entity/Q17061030,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1041,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1024647,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,4000,en,literal,Jumia,,,,wd:Q79
19,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q971,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,zh-hans,literal,世界卫生组织,,,,wd:Q79
20,uri,http://www.wikidata.org/entity/Q111519456,en,literal,Chez Gaby au Ritrovo,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
21,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,wd:Q79
22,uri,http://www.wikidata.org/entity/Q107481202,en,literal,Qaf Kaf,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-04-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
23,uri,http://www.wikidata.org/entity/Q115323784,en,literal,Coffee Berry,,,,uri,http://www.wikidata.org/entity/Q229,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
24,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,wd:Q79
25,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,es,literal,Organización Mundial de la Salud,,,,wd:Q79
26,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,zh-hans,literal,世界卫生组织,,,,wd:Q79
27,uri,http://www.wikidata.org/entity/Q122201021,en,literal,Egyptian Airports Company,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
28,uri,http://www.wikidata.org/entity/Q111532462,en,literal,Elite,http://www.w3.org/2001/XMLSchema#dateTime,literal,1910-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
29,uri,http://www.wikidata.org/entity/Q115058355,en,literal,dār al-bšīr llṯqāfẗ wālʿlūm,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q85,literal,,,,,,,,,,,wd:Q79
30,uri,http://www.wikidata.org/entity/Q1935533,en,literal,Millie's,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,,,,,,,,,,wd:Q79
31,uri,http://www.wikidata.org/entity/Q617584,en,literal,Petroleum Air Services,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q85,literal,,,,,,,,,,,wd:Q79
32,uri,http://www.wikidata.org/entity/Q111525149,en,literal,El Saidy Pastry,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
33,uri,http://www.wikidata.org/entity/Q3546311,en,literal,Capital Broadcasting Center,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q335708,literal,,,,,,,,,,,wd:Q79
34,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,wd:Q79
35,uri,http://www.wikidata.org/entity/Q99477686,en,literal,Chuchichäschtli – Swiss House,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
36,uri,http://www.wikidata.org/entity/Q114358004,,literal,Q114358004,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q87,literal,,,,,,,,,,,wd:Q79
37,uri,http://www.wikidata.org/entity/Q116729806,en,literal,KaiSol Romance Sahl Hasheesh Resort,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
38,uri,http://www.wikidata.org/entity/Q25451324,en,literal,Nile Sport,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
39,uri,http://www.wikidata.org/entity/Q114785261,en,literal,Al-Qahera News,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-10-31T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q335708, http://www.wikidata.org/entity/Q30832",literal,,,,,,,,,,,wd:Q79
40,uri,http://www.wikidata.org/entity/Q111523046,en,literal,ElMashrabia Roof Cafe,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
41,uri,http://www.wikidata.org/entity/Q112745202,en,literal,Basilico,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
42,uri,http://www.wikidata.org/entity/Q3015967,en,literal,Dar El Shorouk,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,http://www.wikidata.org/entity/Q29585658,literal,,literal,,literal,http://www.wikidata.org/entity/Q85,literal,,,,,,,,,,,wd:Q79
43,uri,http://www.wikidata.org/entity/Q105659399,en,literal,Saint Mark Foundation for Coptic Studies,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1065497, http://www.wikidata.org/entity/Q145356",literal,,,,,,,,,,,wd:Q79
44,uri,http://www.wikidata.org/entity/Q111524162,en,literal,Fayrouz,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
45,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,ru,literal,Всемирная организация здравоохранения,,,,wd:Q79
46,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,wd:Q79
47,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,wd:Q79
48,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,wd:Q79
49,uri,http://www.wikidata.org/entity/Q20402974,en,literal,Mekameleen TV,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
50,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q928,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,es,literal,Organización Mundial de la Salud,,,,wd:Q79
51,uri,http://www.wikidata.org/entity/Q114355566,en,literal,Safeer Publishing,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q4165945,literal,,,,,,,,,,,wd:Q79
52,uri,http://www.wikidata.org/entity/Q17061030,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1024647,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,4000,en,literal,Jumia,,,,wd:Q79
53,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,wd:Q79
54,uri,http://www.wikidata.org/entity/Q111400563,en,literal,Old Palace Resort Sahl Hasheesh,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
55,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,ru,literal,Всемирная организация здравоохранения,,,,wd:Q79
56,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,fr,literal,Organisation mondiale de la Santé,,,,wd:Q79
57,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,en,literal,World Health Organization,,,,wd:Q79
58,uri,http://www.wikidata.org/entity/Q3547019,en,literal,Al Nahar,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
59,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,wd:Q79
60,uri,http://www.wikidata.org/entity/Q3733052,en,literal,Espace Karim Francis,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
61,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q39,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,ru,literal,Всемирная организация здравоохранения,,,,wd:Q79
62,uri,http://www.wikidata.org/entity/Q56613006,en,literal,PushBots,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q85,literal,,,,,,,,,,,wd:Q79
63,uri,http://www.wikidata.org/entity/Q3341869,en,literal,Nile TV International,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q85,literal,,,,,,,,,,,wd:Q79
64,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,fr,literal,Organisation mondiale de la Santé,,,,wd:Q79
65,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,wd:Q79
66,uri,http://www.wikidata.org/entity/Q79403380,en,literal,United Media Services,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q85,literal,,,,,ar,literal,المتحدة للخدمات الإعلامية,,,,wd:Q79
67,uri,http://www.wikidata.org/entity/Q1355503,en,literal,Palestinian Airlines,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q238452,literal,,,,,,,,,,,wd:Q79
68,uri,http://www.wikidata.org/entity/Q75389039,en,literal,الراديو 9090,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q5348425, http://www.wikidata.org/entity/Q85",literal,,,,,,,,,,,wd:Q79
69,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q39,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,fr,literal,Organisation mondiale de la Santé,,,,wd:Q79
70,uri,http://www.wikidata.org/entity/Q121133743,en,literal,Maestro Pizza,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
71,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,wd:Q79
72,uri,http://www.wikidata.org/entity/Q22689032,en,literal,Free TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q85,literal,,,,,,,,,,,wd:Q79
73,uri,http://www.wikidata.org/entity/Q85873176,en,literal,Synergy Art Production,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q81788,literal,,,,,,,,,,,wd:Q79
74,uri,http://www.wikidata.org/entity/Q111534202,en,literal,Kouta Park,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
75,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,ar,literal,منظمة الصحة العالمية,,,,wd:Q79
76,uri,http://www.wikidata.org/entity/Q57621052,en,literal,The Three Corners Rihana Resort,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
77,uri,http://www.wikidata.org/entity/Q3342693,en,literal,Nogoum FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q79
78,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,wd:Q79
79,uri,http://www.wikidata.org/entity/Q95000029,en,literal,Watch It,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,"http://www.wikidata.org/entity/Q625568, http://www.wikidata.org/entity/Q202255",literal,http://www.wikidata.org/entity/Q64681524,literal,,literal,http://www.wikidata.org/entity/Q85,literal,,,,,ar,literal,واتش إت,,,,wd:Q79
