,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,country
11,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1049,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,wd:Q822
12,uri,http://www.wikidata.org/entity/Q5473211,en,literal,Forward Music,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q822,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q3820,literal,,,,,wd:Q822
13,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,wd:Q822
14,uri,http://www.wikidata.org/entity/Q12211270,en,literal,Dār al-Mashriq,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q822,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q722925,literal,,,,,wd:Q822
15,uri,http://www.wikidata.org/entity/Q113027105,en,literal,Dār al-Muḥajjah al-Bayḍāʼ,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q822,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2915324,literal,,,,,wd:Q822
16,uri,http://www.wikidata.org/entity/Q6971139,en,literal,National Broadcasting Network,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q822,literal,,literal,,literal,,literal,,literal,,,,,wd:Q822
17,uri,http://www.wikidata.org/entity/Q20391644,en,literal,MEAB bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q822,literal,http://www.wikidata.org/entity/Q2294553,literal,,literal,,literal,http://www.wikidata.org/entity/Q3820,literal,,en,literal,MEAB bank s.a.l,wd:Q822
18,uri,http://www.wikidata.org/entity/Q64729624,en,literal,Dar Sader,http://www.w3.org/2001/XMLSchema#dateTime,literal,1863-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q822,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q3820,literal,,,,,wd:Q822
19,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q796,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,wd:Q822
20,uri,http://www.wikidata.org/entity/Q738149,en,literal,Suroyo TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q796,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q26518, http://www.wikidata.org/entity/Q858, http://www.wikidata.org/entity/Q822, http://www.wikidata.org/entity/Q796",literal,,,,,wd:Q822
21,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q810,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,wd:Q822
22,uri,http://www.wikidata.org/entity/Q12242302,en,literal,Centre for Arab Unity Studies,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q822,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3820,literal,,,,,wd:Q822
23,uri,http://www.wikidata.org/entity/Q111680406,en,literal,Dar Al Kalam,,,,uri,http://www.wikidata.org/entity/Q822,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3820,literal,,,,,wd:Q822
24,uri,http://www.wikidata.org/entity/Q110449930,en,literal,arab encyclopedia house,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q822,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3820,literal,,,,,wd:Q822
25,uri,http://www.wikidata.org/entity/Q1810824,en,literal,Lebanese Broadcasting Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-08-23T00:00:00Z,uri,http://www.wikidata.org/entity/Q822,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3820,literal,,,,,wd:Q822
26,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q817,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,wd:Q822
27,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q822,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,wd:Q822
28,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q974,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,wd:Q822
29,uri,http://www.wikidata.org/entity/Q738149,en,literal,Suroyo TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q822,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q26518, http://www.wikidata.org/entity/Q858, http://www.wikidata.org/entity/Q822, http://www.wikidata.org/entity/Q796",literal,,,,,wd:Q822
30,uri,http://www.wikidata.org/entity/Q3416717,en,literal,Radio Lebanon,http://www.w3.org/2001/XMLSchema#dateTime,literal,1938-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q822,literal,,literal,,literal,,literal,,literal,,,,,wd:Q822
31,uri,http://www.wikidata.org/entity/Q119800063,,literal,Q119800063,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q822,literal,,literal,,literal,,literal,,literal,,,,,wd:Q822
32,uri,http://www.wikidata.org/entity/Q2382753,en,literal,OTV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q822,literal,,literal,,literal,,literal,,literal,,,,,wd:Q822
33,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q842,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,wd:Q822
34,uri,http://www.wikidata.org/entity/Q12220371,,literal,Q12220371,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q822,literal,,literal,,literal,,literal,,literal,,,,,wd:Q822
35,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q846,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,wd:Q822
36,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q398,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,wd:Q822
37,uri,http://www.wikidata.org/entity/Q45751,en,literal,Murr Television,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q822,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3336002,literal,,,,,wd:Q822
