,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,officialname.xml:lang,officialname.type,officialname.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,country
156,uri,http://www.wikidata.org/entity/Q3278155,en,literal,Fennovoima,sv,literal,Fennovoima Ab,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q12739",literal,,literal,,literal,http://www.wikidata.org/entity/Q2370085,literal,,,,,,,,,,,,,,wd:Q33
157,uri,http://www.wikidata.org/entity/Q109012661,en,literal,Mökkitie Records,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q47034,literal,,,,,,,,,,,,,,wd:Q33
158,uri,http://www.wikidata.org/entity/Q4926610,en,literal,Blind Spot Pictures,fi,literal,Blind Spot Pictures Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q20251632,literal,,,,,,,,,,,,,,wd:Q33
159,uri,http://www.wikidata.org/entity/Q30024526,en,literal,Wolt,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q3181044,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
160,uri,http://www.wikidata.org/entity/Q11872844,en,literal,Kotivara,fi,literal,Kotivara Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1943-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5397324,literal,,,,,,,,,,,,,,wd:Q33
161,uri,http://www.wikidata.org/entity/Q7784348,en,literal,Thinglink,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,"http://www.wikidata.org/entity/Q11016, http://www.wikidata.org/entity/Q75",literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
162,uri,http://www.wikidata.org/entity/Q5483919,en,literal,Kaiku Entertainment,fi,literal,KAIKU ENTERTAINMENT OY,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1772186,literal,,,,,,,,,,,,,,wd:Q33
163,uri,http://www.wikidata.org/entity/Q18689170,en,literal,Solita,fi,literal,Solita Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q42901268,literal,,,,,,,,,,,,,,wd:Q33
164,uri,http://www.wikidata.org/entity/Q56168601,en,literal,Porndude,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-02-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q4373046,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
165,uri,http://www.wikidata.org/entity/Q5014065,en,literal,CSC – IT Center for Science,,,,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q47034,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,450,,,,,,,,,,wd:Q33
166,uri,http://www.wikidata.org/entity/Q1434560,en,literal,Nordic Regional Airlines,fi,literal,Nordic Regional Airlines Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q127623,literal,,,,,,,,,,,,,,wd:Q33
167,uri,http://www.wikidata.org/entity/Q18689016,en,literal,Oilon,fi,literal,Oilon Group Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q28911,literal,,,,,,,,,,,,,,wd:Q33
168,uri,http://www.wikidata.org/entity/Q18689173,en,literal,Sotka,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1941-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
169,uri,http://www.wikidata.org/entity/Q630486,en,literal,Metsähallitus,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1859-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,"http://www.wikidata.org/entity/Q628403, http://www.wikidata.org/entity/Q38112",literal,,literal,,literal,http://www.wikidata.org/entity/Q127623,literal,,,,,,,,,,,,,,wd:Q33
170,uri,http://www.wikidata.org/entity/Q1146592,en,literal,Kone,fi,literal,KONE Oyj,http://www.w3.org/2001/XMLSchema#dateTime,literal,1910-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q11023,literal,,literal,,literal,http://www.wikidata.org/entity/Q3069446,literal,,,,,,,,,,,,,,wd:Q33
171,uri,http://www.wikidata.org/entity/Q972745,en,literal,Bugbear Entertainment,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
172,uri,http://www.wikidata.org/entity/Q11893488,en,literal,Siltala,fi,literal,Kustannusosakeyhtiö Siltala,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11901460,literal,,,,,,,,,,,,,,wd:Q33
173,uri,http://www.wikidata.org/entity/Q1489206,en,literal,Vaisala,en,literal,Vaisala Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1936-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3742910,literal,,,,,,,,,,,,,,wd:Q33
174,uri,http://www.wikidata.org/entity/Q28721140,en,literal,Booky.fi,de,literal,Booky.fi GmbH,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5492372,literal,,,,,,,,,,,,,,wd:Q33
175,uri,http://www.wikidata.org/entity/Q63251823,en,literal,Kaiho Republic,fi,literal,Kaiho Republic Oy,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1973972,literal,,,,,,,,,,,,,,wd:Q33
176,uri,http://www.wikidata.org/entity/Q20252698,en,literal,Ranka Kustannus,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
177,uri,http://www.wikidata.org/entity/Q18662740,en,literal,Varusteleka,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
178,uri,http://www.wikidata.org/entity/Q18680114,en,literal,Kirjakaari,fi,literal,Kirjakaari Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5438749,literal,,,,,,,,,,,,,,wd:Q33
179,uri,http://www.wikidata.org/entity/Q977120,en,literal,Cargotec,en,literal,Cargotec Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q1924906,literal,,literal,,literal,http://www.wikidata.org/entity/Q2370085,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,173,,,,,,,,,,wd:Q33
180,uri,http://www.wikidata.org/entity/Q66803843,en,literal,Solar Foods,,,,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
181,uri,http://www.wikidata.org/entity/Q26902701,en,literal,Hilton Helsinki Kalastajatorppa,fi,literal,Hilton Helsinki Kalastajatorppa,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
182,uri,http://www.wikidata.org/entity/Q1438774,en,literal,Supercell,fi,literal,Supercell Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-05-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,"http://www.wikidata.org/entity/Q941594, http://www.wikidata.org/entity/Q638608",literal,http://www.wikidata.org/entity/Q23902590,literal,,literal,http://www.wikidata.org/entity/Q2370085,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,300,,,,,,,,,,wd:Q33
183,uri,http://www.wikidata.org/entity/Q30285138,en,literal,Ramboll Finland,fi,literal,Ramboll Finland Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,"http://www.wikidata.org/entity/Q149013, http://www.wikidata.org/entity/Q11023",literal,,literal,,literal,http://www.wikidata.org/entity/Q166942,literal,,,,,,,,,,,,,,wd:Q33
184,uri,http://www.wikidata.org/entity/Q10397504,en,literal,ABC,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,http://www.wikidata.org/entity/Q3892249,,,,,,,,,,,,,wd:Q33
185,uri,http://www.wikidata.org/entity/Q4051860,en,literal,Tulikivi,fi,literal,Tulikivi Oyj,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q935867,literal,,,,,,,,,,,,,,wd:Q33
186,uri,http://www.wikidata.org/entity/Q31086789,en,literal,Small Giant Games,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q1121542,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,47,,,,,,,,,,wd:Q33
187,uri,http://www.wikidata.org/entity/Q3278155,en,literal,Fennovoima,en,literal,Fennovoima Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q12739",literal,,literal,,literal,http://www.wikidata.org/entity/Q2370085,literal,,,,,,,,,,,,,,wd:Q33
188,uri,http://www.wikidata.org/entity/Q18689178,en,literal,SRV Group,fi,literal,SRV Yhtiöt Oyj,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q42901899,literal,,,,,,,,,,,,,,wd:Q33
189,uri,http://www.wikidata.org/entity/Q18688715,en,literal,Castrén & Snellman,en,literal,Castrén & Snellman Attorneys Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1888-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1017793,literal,,,,,,,,,,,,,,wd:Q33
190,uri,http://www.wikidata.org/entity/Q107352256,en,literal,Taitonetti Oy,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
191,uri,http://www.wikidata.org/entity/Q2020649,en,literal,Nordic Investment Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
192,uri,http://www.wikidata.org/entity/Q4045597,en,literal,OP Financial Group,en,literal,OP Cooperative,http://www.w3.org/2001/XMLSchema#dateTime,literal,1902-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q1973972,literal,,,,,,,,,,,,,,wd:Q33
193,uri,http://www.wikidata.org/entity/Q66527530,en,literal,Bafe's Factory,,,,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
194,uri,http://www.wikidata.org/entity/Q11861256,en,literal,Kokkolan Halpa-Halli Oy,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-10-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q207891,literal,,,,,,,,,,,,,,wd:Q33
195,uri,http://www.wikidata.org/entity/Q18688864,en,literal,Kinotar,fi,literal,Kinotar Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5492372,literal,,,,,,,,,,,,,,wd:Q33
196,uri,http://www.wikidata.org/entity/Q11893355,en,literal,Sievin Jalkine,fi,literal,Sievin Jalkine Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1951-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q5915560,literal,,literal,,literal,http://www.wikidata.org/entity/Q1001761,literal,,,,,,,,,,,,,,wd:Q33
197,uri,http://www.wikidata.org/entity/Q28367333,en,literal,Etelä-Uusimaa,,,,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
198,uri,http://www.wikidata.org/entity/Q27032144,en,literal,Zaibatsu Interactive,fi,literal,Zaibatsu Interactive Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-04-03T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q1368944,literal,,literal,,literal,http://www.wikidata.org/entity/Q134620,literal,,,,,,,,,,,,,,wd:Q33
199,uri,http://www.wikidata.org/entity/Q113687135,en,literal,Alakulttuuritalo,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
200,uri,http://www.wikidata.org/entity/Q11902589,en,literal,Yellow Film & TV,en,literal,Yellow Film & TV Ltd.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5492372,literal,,,,,,,,,,,,,,wd:Q33
201,uri,http://www.wikidata.org/entity/Q11899913,en,literal,Kojamo,en,literal,Kojamo plc,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3135412,literal,,,,,,,,,,,,,,wd:Q33
202,uri,http://www.wikidata.org/entity/Q65248386,en,literal,Lautapelit.fi,fi,literal,Lautapelit.fi Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,"http://www.wikidata.org/entity/Q126793, http://www.wikidata.org/entity/Q62955",literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
203,uri,http://www.wikidata.org/entity/Q18643976,en,literal,Oulu Energy,en,literal,Oulu Energy Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1889-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q2151621,literal,,literal,,literal,http://www.wikidata.org/entity/Q3788566,literal,,,,,,,,,,,,,,wd:Q33
204,uri,http://www.wikidata.org/entity/Q11894935,en,literal,Suomen Teollisuussijoitus Oy,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
205,uri,http://www.wikidata.org/entity/Q1755621,en,literal,Silja Line,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q155930,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
206,uri,http://www.wikidata.org/entity/Q1439075,en,literal,Fortum,en,literal,Fortum Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q1341477,literal,,literal,,literal,http://www.wikidata.org/entity/Q3485890,literal,,,,,,,,,,,,,,wd:Q33
207,uri,http://www.wikidata.org/entity/Q201821,en,literal,Finnair,fi,literal,Finnair Oyj,http://www.w3.org/2001/XMLSchema#dateTime,literal,1923-09-12T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q9640723,literal,http://www.wikidata.org/entity/Q11887214,literal,,literal,http://www.wikidata.org/entity/Q3736278,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,5918,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1016000,wd:Q33
208,uri,http://www.wikidata.org/entity/Q616376,en,literal,Neste,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q47034,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,5030,,,,,,,,,,wd:Q33
209,uri,http://www.wikidata.org/entity/Q1543093,en,literal,Stockmann,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1862-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,http://www.w3.org/2001/XMLSchema#decimal,literal,-74000000,,,,,,,wd:Q33
210,uri,http://www.wikidata.org/entity/Q11894327,en,literal,Sponda,en,literal,Sponda Plc,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q10494269,literal,,literal,,literal,http://www.wikidata.org/entity/Q1017793,literal,,,,,,,,,,,,,,wd:Q33
211,uri,http://www.wikidata.org/entity/Q113660092,en,literal,Hyvinkään Lämpövoima,fi,literal,Hyvinkään Lämpövoima Oy,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
212,uri,http://www.wikidata.org/entity/Q1418002,en,literal,Finnish National Opera,sv,literal,Finlands nationalopera,http://www.w3.org/2001/XMLSchema#dateTime,literal,1911-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
213,uri,http://www.wikidata.org/entity/Q90909484,en,literal,Blood Music,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
214,uri,http://www.wikidata.org/entity/Q90405658,en,literal,Rival Games,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q38511,literal,,,,,,,,,,,,,,wd:Q33
215,uri,http://www.wikidata.org/entity/Q11864381,en,literal,Iijokiseutu,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q912952,literal,,,,,,,,,,,,,,wd:Q33
216,uri,http://www.wikidata.org/entity/Q4349872,en,literal,Paf,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1966-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q48329,literal,,,,,,,,,,,,,,wd:Q33
217,uri,http://www.wikidata.org/entity/Q49380155,en,literal,Victor Ek Ab,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1885-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
218,uri,http://www.wikidata.org/entity/Q1500857,en,literal,Polar Electro,fi,literal,Polar Electro Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11901258,literal,,,,,,,,,,,,,,wd:Q33
219,uri,http://www.wikidata.org/entity/Q87741521,en,literal,Yle Areena,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-06-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
220,uri,http://www.wikidata.org/entity/Q18689250,en,literal,Tuffi Films,en,literal,Tuffi Films Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5492372,literal,,,,,,,,,,,,,,wd:Q33
221,uri,http://www.wikidata.org/entity/Q108584424,en,literal,Holiday Center Saimaanranta,,,,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
222,uri,http://www.wikidata.org/entity/Q110508024,en,literal,The Helsinki Distilling Company,fi,literal,Helsingin tislaamo Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q3150593,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
223,uri,http://www.wikidata.org/entity/Q1123823,en,literal,Nordea,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,"http://www.wikidata.org/entity/Q29584334, http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,"http://www.wikidata.org/entity/Q767273, http://www.wikidata.org/entity/Q1359526",http://www.w3.org/2001/XMLSchema#decimal,literal,31569,http://www.w3.org/2001/XMLSchema#decimal,literal,3766000000,http://www.w3.org/2001/XMLSchema#decimal,literal,615659000000,http://www.w3.org/2001/XMLSchema#decimal,literal,415000000000,wd:Q33
224,uri,http://www.wikidata.org/entity/Q1849187,en,literal,Alko,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1932-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
225,uri,http://www.wikidata.org/entity/Q10714920,en,literal,Vianor,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q1310967,literal,,literal,,literal,http://www.wikidata.org/entity/Q192870,literal,,,,,,,,,,,,,,wd:Q33
226,uri,http://www.wikidata.org/entity/Q41776583,en,literal,Kakslauttanen Arctic Resort,fi,literal,Kakslauttanen Arctic Resort Oy,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q60808746,,,,,,,,,,,,,wd:Q33
227,uri,http://www.wikidata.org/entity/Q28721029,en,literal,Alma Talent,fi,literal,Alma Talent Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1393571,literal,,,,,,,,,,,,,,wd:Q33
228,uri,http://www.wikidata.org/entity/Q666410,en,literal,Finnish Academy of Science and Letters,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1908-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
229,uri,http://www.wikidata.org/entity/Q107400727,en,literal,Aurora Studios,fi,literal,Aurora Studios Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q1415395,literal,http://www.wikidata.org/entity/Q102415812,literal,,literal,http://www.wikidata.org/entity/Q729552,literal,,,,,,,,,,,,,,wd:Q33
230,uri,http://www.wikidata.org/entity/Q97341465,en,literal,Red Stage Entertainment,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q40840,literal,,,,,,,,,,,,,,wd:Q33
231,uri,http://www.wikidata.org/entity/Q104817012,en,literal,Hotel Kultahovi,fi,literal,Hotelli Inarin Kultahovi Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1937-06-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
232,uri,http://www.wikidata.org/entity/Q109595477,en,literal,Metacore Games,fi,literal,Metacore Games Oy,,,,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
