,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,country
89,uri,http://www.wikidata.org/entity/Q112189137,en,literal,ABC Transport,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-02-13T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q583619,literal,,,,,,,,wd:Q1033
90,uri,http://www.wikidata.org/entity/Q17988971,en,literal,91.7 FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-09-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
91,uri,http://www.wikidata.org/entity/Q112191620,en,literal,Faith Motors Limited,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q962,literal,,,,,,,,wd:Q1033
92,uri,http://www.wikidata.org/entity/Q7537673,en,literal,Skye Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q815913,literal,,en,literal,polaris bank,,,,wd:Q1033
93,uri,http://www.wikidata.org/entity/Q7687722,en,literal,Tastee Fried Chicken,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q815913,literal,"http://www.wikidata.org/entity/Q126793, http://www.wikidata.org/entity/Q11707",literal,,literal,,literal,http://www.wikidata.org/entity/Q8673,literal,,,,,,,,wd:Q1033
94,uri,http://www.wikidata.org/entity/Q115223856,en,literal,Anjy Luminee Couture,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,http://www.wikidata.org/entity/Q112240139,literal,,literal,http://www.wikidata.org/entity/Q1024647,literal,,,,,,,,wd:Q1033
95,uri,http://www.wikidata.org/entity/Q39059538,en,literal,jiji.ng,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8673,literal,,,,,,,,wd:Q1033
96,uri,http://www.wikidata.org/entity/Q513457,en,literal,United Bank for Africa,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q8673,literal,,en,literal,United Bank for Africa,,,,wd:Q1033
97,uri,http://www.wikidata.org/entity/Q28197218,en,literal,Cokodeal,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q484847,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
98,uri,http://www.wikidata.org/entity/Q17061030,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1028,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1024647,literal,,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#decimal,literal,4000,wd:Q1033
