,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,origindate.datatype,origindate.type,origindate.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,country
0,uri,http://www.wikidata.org/entity/Q119795459,en,literal,Dar Al-Qasim,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
1,uri,http://www.wikidata.org/entity/Q6721006,en,literal,Maaden,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q44497,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-03-23T00:00:00Z,ar,literal,شركة التعدين العربية السعودية,http://www.w3.org/2001/XMLSchema#decimal,literal,6149,http://www.w3.org/2001/XMLSchema#decimal,literal,97657597000,http://www.w3.org/2001/XMLSchema#decimal,literal,30655543000,,,,,,,wd:Q851
2,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
3,uri,http://www.wikidata.org/entity/Q22947432,en,literal,Rwaq,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-09-15T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
4,uri,http://www.wikidata.org/entity/Q4704878,en,literal,Al Tazaj,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q1442415,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
5,uri,http://www.wikidata.org/entity/Q12251169,en,literal,Saudi Press Agency,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
6,uri,http://www.wikidata.org/entity/Q1535171,en,literal,Saudi Telecom Company,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,http://www.wikidata.org/entity/Q100158628,literal,http://www.wikidata.org/entity/Q3692,literal,http://www.wikidata.org/entity/Q4966205,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-05-02T00:00:00Z,ar,literal,شركة الاتصالات السعودية,http://www.w3.org/2001/XMLSchema#decimal,literal,17000,http://www.w3.org/2001/XMLSchema#decimal,literal,32525893,http://www.w3.org/2001/XMLSchema#decimal,literal,62241384000,,,,,,,wd:Q851
7,uri,http://www.wikidata.org/entity/Q16120241,en,literal,Sunna TV,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
8,uri,http://www.wikidata.org/entity/Q2693351,en,literal,Alawwal Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q43015,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1691,,,,,,,,,,,,,wd:Q851
9,uri,http://www.wikidata.org/entity/Q1518238,en,literal,The Saudi National Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,ar,literal,البنك الأهلي السعودي,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,507263802000,http://www.w3.org/2001/XMLSchema#decimal,literal,64736917000,,,,,,,wd:Q851
10,uri,http://www.wikidata.org/entity/Q4166519,en,literal,Saudi British Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-21T00:00:00Z,ar,literal,البنك السعودي البريطاني,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,265472444000,http://www.w3.org/2001/XMLSchema#decimal,literal,31278928000,,,,,,,wd:Q851
11,uri,http://www.wikidata.org/entity/Q115329680,,literal,Q115329680,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
12,uri,http://www.wikidata.org/entity/Q4652322,en,literal,ALDREES Petroleum and Transport Services Company,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-09-12T00:00:00Z,ar,literal,شركة الدريس للخدمات البترولية و النقليات,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3585220000,http://www.w3.org/2001/XMLSchema#decimal,literal,874767000,,,,,,,wd:Q851
13,uri,http://www.wikidata.org/entity/Q20408279,en,literal,Thaqafiya,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
14,uri,http://www.wikidata.org/entity/Q7762363,en,literal,Savola Group,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-10T00:00:00Z,ar,literal,مجموعة صافولا,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,26657711000,http://www.w3.org/2001/XMLSchema#decimal,literal,8828866000,,,,,,,wd:Q851
15,uri,http://www.wikidata.org/entity/Q858759,en,literal,Cartoon Network Arabic,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q613,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
16,uri,http://www.wikidata.org/entity/Q12218575,en,literal,Zain Saudi Arabia,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-08-26T00:00:00Z,ar,literal,شركة الإتصالات المتنقلة السعودية,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,27738253000,http://www.w3.org/2001/XMLSchema#decimal,literal,4102851000,,,,,,,wd:Q851
17,uri,http://www.wikidata.org/entity/Q4120440,en,literal,Saudi Broadcasting Authority,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
18,uri,http://www.wikidata.org/entity/Q12242596,en,literal,Dr. Sulaiman Al Habib Medical Services Group,uri,http://www.wikidata.org/entity/Q398,literal,http://www.wikidata.org/entity/Q31207,literal,,literal,http://www.wikidata.org/entity/Q7635956,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-11-25T00:00:00Z,ar,literal,مجموعة الدكتور سليمان الحبيب للخدمات الطبية,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,8467304000,http://www.w3.org/2001/XMLSchema#decimal,literal,4393877000,,,,,,,wd:Q851
19,uri,http://www.wikidata.org/entity/Q115329551,,literal,Q115329551,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q27138,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
20,uri,http://www.wikidata.org/entity/Q115943187,,literal,Q115943187,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
21,uri,http://www.wikidata.org/entity/Q7181252,en,literal,Banque Saudi Fransi,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-06-04T00:00:00Z,ar,literal,البنك السعودي الفرنسي,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,178148577000,http://www.w3.org/2001/XMLSchema#decimal,literal,30812379000,,,,,,,wd:Q851
22,uri,http://www.wikidata.org/entity/Q679322,en,literal,Saudi Aramco,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q12089268, http://www.wikidata.org/entity/Q1349660, http://www.wikidata.org/entity/Q862571, http://www.wikidata.org/entity/Q214261",literal,"http://www.wikidata.org/entity/Q6399442, http://www.wikidata.org/entity/Q19938961",literal,http://www.wikidata.org/entity/Q64853380,literal,http://www.wikidata.org/entity/Q268915,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,ar,literal,شركة الزيت العربية السعودية,http://www.w3.org/2001/XMLSchema#decimal,literal,79000,http://www.w3.org/2001/XMLSchema#decimal,literal,1494126000000,http://www.w3.org/2001/XMLSchema#decimal,literal,1046235000000,http://www.w3.org/2001/XMLSchema#decimal,literal,604005000000,http://www.w3.org/2001/XMLSchema#decimal,literal,2458000000000,wd:Q851
23,uri,http://www.wikidata.org/entity/Q4652322,en,literal,ALDREES Petroleum and Transport Services Company,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-09-12T00:00:00Z,ar,literal,شركة الدريس للخدمات البترولية و النقليات,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3585220000,http://www.w3.org/2001/XMLSchema#decimal,literal,655764000,,,,,,,wd:Q851
24,uri,http://www.wikidata.org/entity/Q6721006,en,literal,Maaden,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q44497,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-03-23T00:00:00Z,ar,literal,شركة التعدين العربية السعودية,http://www.w3.org/2001/XMLSchema#decimal,literal,6149,http://www.w3.org/2001/XMLSchema#decimal,literal,97657597000,http://www.w3.org/2001/XMLSchema#decimal,literal,27699047000,,,,,,,wd:Q851
25,uri,http://www.wikidata.org/entity/Q12218673,en,literal,Taiba Investments company,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-09-04T00:00:00Z,ar,literal,شركة طيبة للإستثمار,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,4084099000,http://www.w3.org/2001/XMLSchema#decimal,literal,3578329000,,,,,,,wd:Q851
26,uri,http://www.wikidata.org/entity/Q12242596,en,literal,Dr. Sulaiman Al Habib Medical Services Group,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q31207,literal,,literal,http://www.wikidata.org/entity/Q7635956,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-11-25T00:00:00Z,ar,literal,مجموعة الدكتور سليمان الحبيب للخدمات الطبية,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,8467304000,http://www.w3.org/2001/XMLSchema#decimal,literal,4393877000,,,,,,,wd:Q851
27,uri,http://www.wikidata.org/entity/Q4652322,en,literal,ALDREES Petroleum and Transport Services Company,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-09-12T00:00:00Z,ar,literal,شركة الدريس للخدمات البترولية و النقليات,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3585220000,http://www.w3.org/2001/XMLSchema#decimal,literal,652617000,,,,,,,wd:Q851
28,uri,http://www.wikidata.org/entity/Q3535226,en,literal,Almarai Company,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,ar,literal,شركة المراعي,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,33148042000,http://www.w3.org/2001/XMLSchema#decimal,literal,14484373000,,,,,,,wd:Q851
29,uri,http://www.wikidata.org/entity/Q7408955,en,literal,Samba Financial Group,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-02-12T00:00:00Z,ar,literal,مجموعة سامبا المالية,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,255603801000,http://www.w3.org/2001/XMLSchema#decimal,literal,45358820000,,,,,,,wd:Q851
30,uri,http://www.wikidata.org/entity/Q5738371,en,literal,Herfy,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q1442415, http://www.wikidata.org/entity/Q171141",literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-03-03T00:00:00Z,ar,literal,هرفي,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,2033463000,http://www.w3.org/2001/XMLSchema#decimal,literal,866815000,,,,,,,wd:Q851
31,uri,http://www.wikidata.org/entity/Q3433985,en,literal,Riyad Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-11-23T00:00:00Z,ar,literal,بنك الرياض,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,265788878000,http://www.w3.org/2001/XMLSchema#decimal,literal,37773061000,,,,,,,wd:Q851
32,uri,http://www.wikidata.org/entity/Q12184641,en,literal,Saudi Investment Bank,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-06-23T00:00:00Z,ar,literal,البنك السعودي للإستثمار,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,100814596000,http://www.w3.org/2001/XMLSchema#decimal,literal,13438676000,,,,,,,wd:Q851
33,uri,http://www.wikidata.org/entity/Q3535226,en,literal,Almarai Company,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,ar,literal,شركة المراعي,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,33148042000,http://www.w3.org/2001/XMLSchema#decimal,literal,14653349000,,,,,,,wd:Q851
34,uri,http://www.wikidata.org/entity/Q3817700,en,literal,Saudi International Petrochemical Company,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-12-22T00:00:00Z,ar,literal,شركة الصحراء العالمية للبتروكيماويات,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,23991272000,http://www.w3.org/2001/XMLSchema#decimal,literal,5918907000,,,,,,,wd:Q851
35,uri,http://www.wikidata.org/entity/Q2374321,en,literal,SAPTCO,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-07-09T00:00:00Z,ar,literal,خدمة اونلاين,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,4095810000,http://www.w3.org/2001/XMLSchema#decimal,literal,1619693000,,,,,,,wd:Q851
36,uri,http://www.wikidata.org/entity/Q3477804,en,literal,Iqraa TV,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
37,uri,http://www.wikidata.org/entity/Q12236791,en,literal,Chemanol,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q207652,literal,,literal,,literal,http://www.wikidata.org/entity/Q27430,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-08-01T00:00:00Z,ar,literal,شركة كيمائيات الميثانول,http://www.w3.org/2001/XMLSchema#decimal,literal,485,http://www.w3.org/2001/XMLSchema#decimal,literal,1943038000,http://www.w3.org/2001/XMLSchema#decimal,literal,1284666000,,,,,,,wd:Q851
38,uri,http://www.wikidata.org/entity/Q3433985,en,literal,Riyad Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-11-23T00:00:00Z,ar,literal,بنك الرياض,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,265788878000,http://www.w3.org/2001/XMLSchema#decimal,literal,36774216000,,,,,,,wd:Q851
39,uri,http://www.wikidata.org/entity/Q12218575,en,literal,Zain Saudi Arabia,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-08-26T00:00:00Z,ar,literal,شركة الإتصالات المتنقلة السعودية,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,27738253000,http://www.w3.org/2001/XMLSchema#decimal,literal,3563561000,,,,,,,wd:Q851
40,uri,http://www.wikidata.org/entity/Q12244784,en,literal,Obeikan Bookstore,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
41,uri,http://www.wikidata.org/entity/Q108537438,en,literal,Half Million,uri,http://www.wikidata.org/entity/Q145,literal,"http://www.wikidata.org/entity/Q540912, http://www.wikidata.org/entity/Q30022, http://www.wikidata.org/entity/Q8486",literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-04-01T00:00:00Z,ar,literal,شركة نصف مليون لتقديم المشروبات,,,,,,,,,,,,,,,,wd:Q851
42,uri,http://www.wikidata.org/entity/Q7762363,en,literal,Savola Group,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-10T00:00:00Z,ar,literal,مجموعة صافولا,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,26657711000,http://www.w3.org/2001/XMLSchema#decimal,literal,7590240000,,,,,,,wd:Q851
43,uri,http://www.wikidata.org/entity/Q6423290,en,literal,"Knowledge Economic City, Medina",uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-08-04T00:00:00Z,ar,literal,مدينة المعرفة الإقتصادية,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3351622000,http://www.w3.org/2001/XMLSchema#decimal,literal,3158296000,,,,,,,wd:Q851
44,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
45,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
46,uri,http://www.wikidata.org/entity/Q12188930,en,literal,National Shipping Company of Saudi Arabia,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-22T00:00:00Z,ar,literal,الشركة الوطنية السعودية للنقل البحري,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,20560827000,http://www.w3.org/2001/XMLSchema#decimal,literal,10057623000,,,,,,,wd:Q851
47,uri,http://www.wikidata.org/entity/Q105456179,en,literal,Myrkott,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q12220280, http://www.wikidata.org/entity/Q1415395",literal,http://www.wikidata.org/entity/Q112075407,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
48,uri,http://www.wikidata.org/entity/Q1518238,en,literal,The Saudi National Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,ar,literal,البنك الأهلي السعودي,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,507263802000,http://www.w3.org/2001/XMLSchema#decimal,literal,68888025000,,,,,,,wd:Q851
49,uri,http://www.wikidata.org/entity/Q7408955,en,literal,Samba Financial Group,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-02-12T00:00:00Z,ar,literal,مجموعة سامبا المالية,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,255603801000,http://www.w3.org/2001/XMLSchema#decimal,literal,44582668000,,,,,,,wd:Q851
50,uri,http://www.wikidata.org/entity/Q903219,en,literal,SABIC,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q207652,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,ar,literal,الشركة السعودية للصناعات الأساسية,http://www.w3.org/2001/XMLSchema#decimal,literal,33000,http://www.w3.org/2001/XMLSchema#decimal,literal,310365751000,http://www.w3.org/2001/XMLSchema#decimal,literal,173084380000,,,,,,,wd:Q851
51,uri,http://www.wikidata.org/entity/Q6887331,en,literal,Mobily,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q851,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-12-14T00:00:00Z,ar,literal,شركة إتحاد إتصالات,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,39262461000,http://www.w3.org/2001/XMLSchema#decimal,literal,13751350000,,,,,,,wd:Q851
52,uri,http://www.wikidata.org/entity/Q12218575,en,literal,Zain Saudi Arabia,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-08-26T00:00:00Z,ar,literal,شركة الإتصالات المتنقلة السعودية,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,27738253000,http://www.w3.org/2001/XMLSchema#decimal,literal,4012248000,,,,,,,wd:Q851
53,uri,http://www.wikidata.org/entity/Q7762363,en,literal,Savola Group,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-10T00:00:00Z,ar,literal,مجموعة صافولا,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,26657711000,http://www.w3.org/2001/XMLSchema#decimal,literal,7127443000,,,,,,,wd:Q851
54,uri,http://www.wikidata.org/entity/Q3433985,en,literal,Riyad Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-11-23T00:00:00Z,ar,literal,بنك الرياض,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,265788878000,http://www.w3.org/2001/XMLSchema#decimal,literal,38622993000,,,,,,,wd:Q851
55,uri,http://www.wikidata.org/entity/Q1359862,en,literal,King Fahd Complex for the Printing of the Holy Quran,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q35484,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
56,uri,http://www.wikidata.org/entity/Q6423290,en,literal,"Knowledge Economic City, Medina",uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-08-04T00:00:00Z,ar,literal,مدينة المعرفة الإقتصادية,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3351622000,http://www.w3.org/2001/XMLSchema#decimal,literal,3104671000,,,,,,,wd:Q851
57,uri,http://www.wikidata.org/entity/Q105886120,en,literal,Muvi Cinemas,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q173799,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,en,literal,Muvi Cinemas,,,,,,,,,,,,,,,,wd:Q851
58,uri,http://www.wikidata.org/entity/Q110373197,en,literal,Zad TV,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
59,uri,http://www.wikidata.org/entity/Q7427147,en,literal,Saudi Payments Network (mada),uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q43015,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
60,uri,http://www.wikidata.org/entity/Q12218607,en,literal,Zamil Industrial,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q187939,literal,,literal,,literal,http://www.wikidata.org/entity/Q160320,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-07-08T00:00:00Z,ar,literal,شركة الزامل للاستثمار الصناعي,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,5643398000,http://www.w3.org/2001/XMLSchema#decimal,literal,1939842000,,,,,,,wd:Q851
