,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,equity.datatype,equity.type,equity.value,country
516,uri,http://www.wikidata.org/entity/Q3240764,en,literal,Shell USA,http://www.w3.org/2001/XMLSchema#dateTime,literal,1912-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q939044,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
517,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q55
518,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q96,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q55
519,uri,http://www.wikidata.org/entity/Q2262314,en,literal,Jumbo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q12557060,literal,,nl,literal,Jumbo,,,,,,,,,,,,,,,,wd:Q55
520,uri,http://www.wikidata.org/entity/Q65154379,en,literal,Dille & Kamille,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q126793,literal,http://www.wikidata.org/entity/Q124637285,literal,,literal,http://www.wikidata.org/entity/Q39297398,literal,,nl,literal,Dille & Kamille (International) B.V.,,,,,,,,,,,,,,,,wd:Q55
521,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q96,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,wd:Q55
522,uri,http://www.wikidata.org/entity/Q55847267,en,literal,CarNext.com,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,nl,literal,CarNext.com NL B.V.,,,,,,,,,,,,,,,,wd:Q55
523,uri,http://www.wikidata.org/entity/Q13433690,en,literal,Bagels & Beans,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
524,uri,http://www.wikidata.org/entity/Q18655579,en,literal,The Netherlands Institute for the Near East,http://www.w3.org/2001/XMLSchema#dateTime,literal,1939-08-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q43631,literal,http://www.wikidata.org/entity/Q156598,en,literal,The Netherlands Institute for the Near East,,,,,,,,,,,,,,,,wd:Q55
525,uri,http://www.wikidata.org/entity/Q2680937,en,literal,LeasePlan Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
526,uri,http://www.wikidata.org/entity/Q123029210,en,literal,Anytime Fitness Benelux,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
527,uri,http://www.wikidata.org/entity/Q2304977,en,literal,ING Bank N.V.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1881-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
528,uri,http://www.wikidata.org/entity/Q1247481,en,literal,uShip,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16559,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
529,uri,http://www.wikidata.org/entity/Q18770717,en,literal,Koningin Juliana Toren,http://www.w3.org/2001/XMLSchema#dateTime,literal,1910-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,nl,literal,Prinses Juliana Toren,,,,,,,,,,,,,,,,wd:Q55
530,uri,http://www.wikidata.org/entity/Q2458134,en,literal,Brabant Water,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2766547,literal,,nl,literal,Brabant Water N.V.,,,,,,,,,,,,,,,,wd:Q55
531,uri,http://www.wikidata.org/entity/Q701338,en,literal,C&A,http://www.w3.org/2001/XMLSchema#dateTime,literal,1841-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q318418, http://www.wikidata.org/entity/Q1718",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,40000,,,,,,,,,,,,,wd:Q55
532,uri,http://www.wikidata.org/entity/Q610492,en,literal,SPAR,http://www.w3.org/2001/XMLSchema#dateTime,literal,1932-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,370000,,,,,,,,,,,,,wd:Q55
533,uri,http://www.wikidata.org/entity/Q2312529,en,literal,Stadgenoot,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-07-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q17291573,literal,,nl,literal,Stichting Stadgenoot,,,,,,,,,,,,,,,,wd:Q55
534,uri,http://www.wikidata.org/entity/Q97704873,en,literal,Boon's Markt,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
535,uri,http://www.wikidata.org/entity/Q123536521,en,literal,Dynamo Retail Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q992,literal,,nl,literal,Dynamo Retail B.V.,,,,,,,,,,,,,,,,wd:Q55
536,uri,http://www.wikidata.org/entity/Q109531516,en,literal,Dekker Antiquairs,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
537,uri,http://www.wikidata.org/entity/Q105735161,en,literal,Crisp,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
538,uri,http://www.wikidata.org/entity/Q124376359,en,literal,Grando,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q745038,literal,,nl,literal,Grando Retail B.V.,,,,,,,,,,,,,,,,wd:Q55
539,uri,http://www.wikidata.org/entity/Q110069640,en,literal,Koninklijke Wöhrmann,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q109535,literal,,nl,literal,Koninklijke Wöhrmann B.V.,,,,,,,,,,,,,,,,wd:Q55
540,uri,http://www.wikidata.org/entity/Q688452,en,literal,Triodos Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1258901,literal,,nl,literal,Triodos Bank N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,1271,,,,,,,,,,,,,wd:Q55
541,uri,http://www.wikidata.org/entity/Q15616435,en,literal,Omroep Almelo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33421017,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
542,uri,http://www.wikidata.org/entity/Q108923693,en,literal,Fair Play Casino,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q28914824,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
543,uri,http://www.wikidata.org/entity/Q19594594,en,literal,BCD Travel,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q803,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
544,uri,http://www.wikidata.org/entity/Q29439460,en,literal,Archeodienst,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-09-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q15884208,literal,,nl,literal,Archeodienst B.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,12,,,,,,,,,,,,,wd:Q55
545,uri,http://www.wikidata.org/entity/Q17142911,en,literal,Studio Dumbar,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
546,uri,http://www.wikidata.org/entity/Q109188079,en,literal,Dirck III,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
547,uri,http://www.wikidata.org/entity/Q60772401,en,literal,COS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,literal,COS,,,,,,,,,,,,,,,,wd:Q55
548,uri,http://www.wikidata.org/entity/Q688452,en,literal,Triodos Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1258901,literal,,nl,literal,Triodos Bank N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,1271,,,,,,,,,,,,,wd:Q55
549,uri,http://www.wikidata.org/entity/Q688452,en,literal,Triodos Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1258901,literal,,nl,literal,Triodos Bank N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,1271,,,,,,,,,,,,,wd:Q55
550,uri,http://www.wikidata.org/entity/Q732984,en,literal,Stayokay,http://www.w3.org/2001/XMLSchema#dateTime,literal,1929-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,663,,,,,,,,,,,,,wd:Q55
551,uri,http://www.wikidata.org/entity/Q2445498,en,literal,D-reizen,http://www.w3.org/2001/XMLSchema#dateTime,literal,1966-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q9323634,literal,,literal,,literal,http://www.wikidata.org/entity/Q995911,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
552,uri,http://www.wikidata.org/entity/Q61465855,en,literal,Social Impact Factory,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
553,uri,http://www.wikidata.org/entity/Q2783466,,literal,Q2783466,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q14212973,literal,,nl,literal,Stichting Kabelnet Veendam,,,,,,,,,,,,,,,,wd:Q55
554,uri,http://www.wikidata.org/entity/Q641676,en,literal,Naturalis Biodiversity Center,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,http://www.wikidata.org/entity/Q2132224,literal,http://www.wikidata.org/entity/Q43631,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
555,uri,http://www.wikidata.org/entity/Q701338,en,literal,C&A,http://www.w3.org/2001/XMLSchema#dateTime,literal,1841-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q96,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q318418, http://www.wikidata.org/entity/Q1718",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,35000,,,,,,,,,,,,,wd:Q55
556,uri,http://www.wikidata.org/entity/Q88180515,en,literal,MoorContent,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q11661,literal,,literal,,literal,http://www.wikidata.org/entity/Q2330283,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
557,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,wd:Q55
558,uri,http://www.wikidata.org/entity/Q123965471,en,literal,Two Chefs Brewing,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q869095,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,nl,literal,Two Chefs Brewery B.V.,,,,,,,,,,,,,,,,wd:Q55
559,uri,http://www.wikidata.org/entity/Q1689453,en,literal,Auping,http://www.w3.org/2001/XMLSchema#dateTime,literal,1888-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q26296883,literal,,nl,literal,Koninklijke Auping B.V.,,,,,,,,,,,,,,,,wd:Q55
560,uri,http://www.wikidata.org/entity/Q488669,en,literal,Reed Business Information,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
561,uri,http://www.wikidata.org/entity/Q170416,en,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q1326885, http://www.wikidata.org/entity/Q581105",literal,"http://www.wikidata.org/entity/Q113636437, http://www.wikidata.org/entity/Q1445487",literal,,literal,"http://www.wikidata.org/entity/Q9832, http://www.wikidata.org/entity/Q727, http://www.wikidata.org/entity/Q2742011",literal,,nl,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#decimal,literal,77400,http://www.w3.org/2001/XMLSchema#decimal,literal,3323000000,http://www.w3.org/2001/XMLSchema#decimal,literal,30961000000,http://www.w3.org/2001/XMLSchema#decimal,literal,25730000000,http://www.w3.org/2001/XMLSchema#decimal,literal,12088000000,wd:Q55
562,uri,http://www.wikidata.org/entity/Q1385775,en,literal,Eyes + more,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,"http://www.wikidata.org/entity/Q618211, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q9832,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,750,,,,,,,,,,,,,wd:Q55
563,uri,http://www.wikidata.org/entity/Q267840,en,literal,Randstad N.V.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q63348704, http://www.wikidata.org/entity/Q1056396",literal,,literal,,literal,http://www.wikidata.org/entity/Q9913,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,658580,http://www.w3.org/2001/XMLSchema#decimal,literal,588200000,http://www.w3.org/2001/XMLSchema#decimal,literal,9827000000,http://www.w3.org/2001/XMLSchema#decimal,literal,9431200000,,,,wd:Q55
564,uri,http://www.wikidata.org/entity/Q67,en,literal,Airbus,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q112165459,literal,"http://www.wikidata.org/entity/Q95307, http://www.wikidata.org/entity/Q33158035",literal,,literal,"http://www.wikidata.org/entity/Q271068, http://www.wikidata.org/entity/Q7880",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,80895,http://www.w3.org/2001/XMLSchema#decimal,literal,2873000000,http://www.w3.org/2001/XMLSchema#decimal,literal,111130000000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3650000000,wd:Q55
565,uri,http://www.wikidata.org/entity/Q64797057,en,literal,ToyChamp,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q189692,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
566,uri,http://www.wikidata.org/entity/Q116224857,en,literal,Neptune Marine,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q474200,literal,,literal,,literal,http://www.wikidata.org/entity/Q953012,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
567,uri,http://www.wikidata.org/entity/Q114904977,en,literal,VakantieXperts,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
568,uri,http://www.wikidata.org/entity/Q121742717,en,literal,Berkman,http://www.w3.org/2001/XMLSchema#dateTime,literal,1903-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q2140665, http://www.wikidata.org/entity/Q1139861, http://www.wikidata.org/entity/Q205495",literal,,literal,,literal,http://www.wikidata.org/entity/Q204239,literal,,nl,literal,Berkman Energie Service B.V.,,,,,,,,,,,,,,,,wd:Q55
569,uri,http://www.wikidata.org/entity/Q40682,en,literal,Dolfinarium Harderwijk,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
570,uri,http://www.wikidata.org/entity/Q123353984,,literal,Q123353984,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
571,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q668,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,wd:Q55
572,uri,http://www.wikidata.org/entity/Q121774683,en,literal,TENWAYS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q17018236,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,nl,literal,Tenways Technovation Europe B.V.,,,,,,,,,,,,,,,,wd:Q55
573,uri,http://www.wikidata.org/entity/Q794939,en,literal,B&B Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q27686,literal,,literal,,literal,,literal,,en,literal,B&B Hotels,,,,,,,,,,,,,,,,wd:Q55
574,uri,http://www.wikidata.org/entity/Q122443181,en,literal,Retype Foundry,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
575,uri,http://www.wikidata.org/entity/Q122904489,en,literal,Van Boxtel hoorwinkels,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
576,uri,http://www.wikidata.org/entity/Q27593967,en,literal,Oswald Labs,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-08-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q555097,literal,http://www.wikidata.org/entity/Q33134612,literal,,literal,http://www.wikidata.org/entity/Q987,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
577,uri,http://www.wikidata.org/entity/Q153075,en,literal,Grolsch,http://www.w3.org/2001/XMLSchema#dateTime,literal,1615-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q869095",literal,,literal,,literal,http://www.wikidata.org/entity/Q10002,literal,,nl,literal,Koninklijke Grolsch N.V.,,,,,,,,,,,,,,,,wd:Q55
578,uri,http://www.wikidata.org/entity/Q899010,en,literal,Mylan,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q15067276, http://www.wikidata.org/entity/Q507443",literal,"http://www.wikidata.org/entity/Q5693758, http://www.wikidata.org/entity/Q86068569",literal,,literal,http://www.wikidata.org/entity/Q509115,literal,http://www.wikidata.org/entity/Q242345,nl,literal,Mylan N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,35000,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,21200000000,,,,wd:Q55
579,uri,http://www.wikidata.org/entity/Q65154379,en,literal,Dille & Kamille,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q126793,literal,http://www.wikidata.org/entity/Q124637285,literal,,literal,http://www.wikidata.org/entity/Q39297398,literal,,nl,literal,Dille & Kamille (International) B.V.,,,,,,,,,,,,,,,,wd:Q55
580,uri,http://www.wikidata.org/entity/Q81427420,en,literal,Veluwse Schavuyt,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
581,uri,http://www.wikidata.org/entity/Q47017915,en,literal,EkoPlaza,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q1295201,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
582,uri,http://www.wikidata.org/entity/Q32414703,en,literal,Picnic,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q115016960, http://www.wikidata.org/entity/Q484847",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
583,uri,http://www.wikidata.org/entity/Q33234099,en,literal,Nationaal Jeugd Musical Theater,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
