,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,employees.datatype,employees.type,employees.value,origindate.datatype,origindate.type,origindate.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country
435,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,wd:Q148
436,uri,http://www.wikidata.org/entity/Q17500902,en,literal,Sony Music China,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-03-29T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
437,uri,http://www.wikidata.org/entity/Q110267813,en,literal,PKU Law,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
438,uri,http://www.wikidata.org/entity/Q28408488,en,literal,Beacon College,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
439,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,,,,,,,,,,wd:Q148
440,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,,,,,,,wd:Q148
441,uri,http://www.wikidata.org/entity/Q120288546,en,literal,Bar East,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
442,uri,http://www.wikidata.org/entity/Q41171672,en,literal,Aldi Süd,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q28,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2899,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,wd:Q148
443,uri,http://www.wikidata.org/entity/Q1353472,en,literal,Xuzhou Construction Machinery Group,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1943-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q1957908,literal,,literal,,literal,http://www.wikidata.org/entity/Q57719,literal,,,,,,,,,,,wd:Q148
444,uri,http://www.wikidata.org/entity/Q38126395,en,literal,Amanfayun,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
445,uri,http://www.wikidata.org/entity/Q104907477,en,literal,Seres Group,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-09-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q13629441, http://www.wikidata.org/entity/Q211251, http://www.wikidata.org/entity/Q34493, http://www.wikidata.org/entity/Q1420",literal,,literal,,literal,http://www.wikidata.org/entity/Q11725,literal,,en,literal,Chongqing Sokon Industry Group Co Ltd.,,,,,,,wd:Q148
446,uri,http://www.wikidata.org/entity/Q121298110,en,literal,"BTR New Material Group Co., Ltd.",,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-08-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q99529212,literal,,literal,,literal,http://www.wikidata.org/entity/Q15174,literal,,,,,,,,,,,wd:Q148
447,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,wd:Q148
448,uri,http://www.wikidata.org/entity/Q2453426,en,literal,Trina Solar,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q192127,literal,,literal,,literal,http://www.wikidata.org/entity/Q57970,literal,,,,,,,,,,,wd:Q148
449,uri,http://www.wikidata.org/entity/Q41171672,en,literal,Aldi Süd,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2899,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,wd:Q148
450,uri,http://www.wikidata.org/entity/Q28686397,en,literal,miHoYo,http://www.w3.org/2001/XMLSchema#decimal,literal,5000,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-02-13T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q8686,literal,,,,,,,,,,,wd:Q148
451,uri,http://www.wikidata.org/entity/Q105177879,en,literal,ChillyRoom,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q15174,literal,,,,,,,,,,,wd:Q148
452,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q31,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,wd:Q148
453,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,,,,,,,wd:Q148
454,uri,http://www.wikidata.org/entity/Q1595286,en,literal,Hong Kong Monetary Authority,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-04-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,"http://www.wikidata.org/entity/Q6288102, http://www.wikidata.org/entity/Q7052057, http://www.wikidata.org/entity/Q67932795",literal,http://www.wikidata.org/entity/Q15246,literal,,zh-hant,literal,香港金融管理局,,,,,,,wd:Q148
455,uri,http://www.wikidata.org/entity/Q47519819,en,literal,TCL Communication,http://www.w3.org/2001/XMLSchema#decimal,literal,15,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q5082128, http://www.wikidata.org/entity/Q992968",literal,,literal,,literal,"http://www.wikidata.org/entity/Q15174, http://www.wikidata.org/entity/Q8646",literal,,en,literal,TCL Communication Technology Holdings Limited,,,,,,,wd:Q148
456,uri,http://www.wikidata.org/entity/Q113635385,en,literal,VirtuaReal,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-04-19T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8686,literal,,,,,,,,,,,wd:Q148
457,uri,http://www.wikidata.org/entity/Q17500896,en,literal,WeBank,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q43015,literal,,literal,,literal,"http://www.wikidata.org/entity/Q10898930, http://www.wikidata.org/entity/Q15174",literal,,,,,,,,,,,wd:Q148
458,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,wd:Q148
459,uri,http://www.wikidata.org/entity/Q57378140,en,literal,Ugreen,http://www.w3.org/2001/XMLSchema#decimal,literal,1120,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-07-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,http://www.wikidata.org/entity/Q629347,literal,,literal,http://www.wikidata.org/entity/Q15174,literal,,en,literal,Ugreen Group Limited,,,,,,,wd:Q148
460,uri,http://www.wikidata.org/entity/Q2084900,en,literal,Oppo Electronics,http://www.w3.org/2001/XMLSchema#decimal,literal,1780,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q581105,literal,http://www.wikidata.org/entity/Q96695209,literal,,literal,"http://www.wikidata.org/entity/Q3595678, http://www.wikidata.org/entity/Q59218",literal,,,,,,,,,,,wd:Q148
461,uri,http://www.wikidata.org/entity/Q2527941,en,literal,Hisense,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-09-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q581105,literal,,literal,,literal,http://www.wikidata.org/entity/Q170322,literal,,,,,,,,,,,wd:Q148
462,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,,,,,,,wd:Q148
463,uri,http://www.wikidata.org/entity/Q96407440,en,literal,TAL Education Group,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-08-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q123187873,literal,,literal,,literal,http://www.wikidata.org/entity/Q956,literal,,,,,,,,,,,wd:Q148
464,uri,http://www.wikidata.org/entity/Q10932395,en,literal,Foreign Language Teaching and Research Press,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-08-28T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q956,literal,,,,,,,,,,,wd:Q148
465,uri,http://www.wikidata.org/entity/Q6382658,en,literal,Kee Wah Bakery,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1938-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8646,literal,,,,,,,,,,,wd:Q148
466,uri,http://www.wikidata.org/entity/Q3079736,en,literal,Fosun International Limited,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q778575,literal,"http://www.wikidata.org/entity/Q11113686, http://www.wikidata.org/entity/Q11137070, http://www.wikidata.org/entity/Q95994250, http://www.wikidata.org/entity/Q105392636",literal,,literal,http://www.wikidata.org/entity/Q8686,literal,,,,,,,,,,,wd:Q148
467,uri,http://www.wikidata.org/entity/Q2381970,en,literal,Denza,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-05-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q15174,literal,,,,,,,,,,,wd:Q148
468,uri,http://www.wikidata.org/entity/Q846884,en,literal,Ubisoft Shanghai,http://www.w3.org/2001/XMLSchema#decimal,literal,400,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q8686,literal,http://www.wikidata.org/entity/Q188273,,,,,,,,,,wd:Q148
469,uri,http://www.wikidata.org/entity/Q63252750,en,literal,Gamera Games,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-12-02T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q661695,literal,,,,,,,,,,,wd:Q148
470,uri,http://www.wikidata.org/entity/Q41171672,en,literal,Aldi Süd,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2899,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,wd:Q148
471,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,wd:Q148
472,uri,http://www.wikidata.org/entity/Q5295884,en,literal,Dongfeng Honda,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q11746,literal,,,,,,,,,,,wd:Q148
473,uri,http://www.wikidata.org/entity/Q698528,en,literal,Metro Broadcast Corporation,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q872,literal,,literal,,literal,http://www.wikidata.org/entity/Q3043091,literal,,en,literal,Metro Broadcast Corporation Limited,,,,,,,wd:Q148
474,uri,http://www.wikidata.org/entity/Q80340275,en,literal,Wismec,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q5358497,literal,,literal,,literal,http://www.wikidata.org/entity/Q15174,literal,,,,,,,,,,,wd:Q148
475,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q32,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,wd:Q148
476,uri,http://www.wikidata.org/entity/Q2819353,en,literal,AREP,http://www.w3.org/2001/XMLSchema#decimal,literal,1060,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q112166047,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,,,,,,,,,,wd:Q148
477,uri,http://www.wikidata.org/entity/Q52667636,en,literal,KeAi,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q394681,literal,,,,,,,,,,,wd:Q148
478,uri,http://www.wikidata.org/entity/Q41171672,en,literal,Aldi Süd,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q39,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2899,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,wd:Q148
479,uri,http://www.wikidata.org/entity/Q15914158,en,literal,The Farm House Restaurant,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
480,uri,http://www.wikidata.org/entity/Q26463,en,literal,Industrial and Commercial Bank of China,http://www.w3.org/2001/XMLSchema#decimal,literal,439787,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,317685000000,,,,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q956,literal,http://www.wikidata.org/entity/Q1134743,zh-cn,literal,中国工商银行股份有限公司,http://www.w3.org/2001/XMLSchema#decimal,literal,33345058000000,http://www.w3.org/2001/XMLSchema#decimal,literal,2893502000000,wd:Q148
481,uri,http://www.wikidata.org/entity/Q739000,en,literal,Geely,http://www.w3.org/2001/XMLSchema#decimal,literal,80000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-11-06T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q4970,literal,,en,literal,Zhejiang Geely Holding Group,,,,,,,wd:Q148
482,uri,http://www.wikidata.org/entity/Q5210937,en,literal,Wanda Group,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q778575,literal,,literal,,literal,http://www.wikidata.org/entity/Q956,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,796100000000,,,,wd:Q148
483,uri,http://www.wikidata.org/entity/Q2748031,en,literal,Gagosian Gallery,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q65,literal,,,,,,,,,,,wd:Q148
484,uri,http://www.wikidata.org/entity/Q3273406,en,literal,King Long,http://www.w3.org/2001/XMLSchema#decimal,literal,4000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q68744,literal,,,,,,,,,,,wd:Q148
485,uri,http://www.wikidata.org/entity/Q32141,en,literal,Cathay Pacific,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-09-24T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8646,literal,,zh-hant,literal,國泰航空公司,,,,,,,wd:Q148
486,uri,http://www.wikidata.org/entity/Q88180448,en,literal,Roborock,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-07-04T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q11016,literal,,literal,,literal,http://www.wikidata.org/entity/Q956,literal,,,,,,,,,,,wd:Q148
487,uri,http://www.wikidata.org/entity/Q106977718,en,literal,Elex,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q956,literal,,,,,,,,,,,wd:Q148
488,uri,http://www.wikidata.org/entity/Q5473081,en,literal,Forum Restaurant,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
489,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594, http://www.wikidata.org/entity/Q2151621",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,,,,,,,wd:Q148
490,uri,http://www.wikidata.org/entity/Q7433770,en,literal,Scientific Research Publishing,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-09-18T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11746,literal,http://www.wikidata.org/entity/Q56273878,,,,,,,,,,wd:Q148
491,uri,http://www.wikidata.org/entity/Q204839,en,literal,Xinhua News Agency,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1931-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q956,literal,,zh-hans,literal,新华通讯社,,,,,,,wd:Q148
492,uri,http://www.wikidata.org/entity/Q29921278,en,literal,Nio,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q190117,literal,http://www.wikidata.org/entity/Q61726993,literal,,literal,http://www.wikidata.org/entity/Q185684,literal,,,,,,,,,,,wd:Q148
493,uri,http://www.wikidata.org/entity/Q29011371,en,literal,ofo,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-03-26T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q10611118,literal,,literal,,literal,http://www.wikidata.org/entity/Q393454,literal,,,,,,,,,,,wd:Q148
494,uri,http://www.wikidata.org/entity/Q17727179,en,literal,UCWeb,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q75,literal,,literal,,literal,http://www.wikidata.org/entity/Q16572,literal,,,,,,,,,,,wd:Q148
495,uri,http://www.wikidata.org/entity/Q60793289,en,literal,VIPKID,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q394681,literal,,,,,,,,,,,wd:Q148
496,uri,http://www.wikidata.org/entity/Q19840382,en,literal,Lufax,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q8686,literal,,,,,,,,,,,wd:Q148
497,uri,http://www.wikidata.org/entity/Q1195543,en,literal,TVB,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-11-19T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q1054923,literal,http://www.wikidata.org/entity/Q289,literal,,literal,,literal,http://www.wikidata.org/entity/Q7672164,literal,,zh,literal,電視廣播有限公司,,,,,,,wd:Q148
498,uri,http://www.wikidata.org/entity/Q8421505,en,literal,Lai Chi Kok Amusement Park,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
499,uri,http://www.wikidata.org/entity/Q136484,en,literal,ZTE,http://www.w3.org/2001/XMLSchema#decimal,literal,69093,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2634000000,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q15174,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,106214000000,,,,wd:Q148
500,uri,http://www.wikidata.org/entity/Q733958,en,literal,TCL Technology,http://www.w3.org/2001/XMLSchema#decimal,literal,80,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q11016, http://www.wikidata.org/entity/Q11650, http://www.wikidata.org/entity/Q11456",literal,,literal,http://www.wikidata.org/entity/Q1822548,literal,http://www.wikidata.org/entity/Q59173,literal,,en,literal,TCL Technology Group Corporation Limited,,,,,,,wd:Q148
501,uri,http://www.wikidata.org/entity/Q114840336,en,literal,Guidepost Montessori,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q8646,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
502,uri,http://www.wikidata.org/entity/Q21944780,en,literal,Causeway Bay Books,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
503,uri,http://www.wikidata.org/entity/Q28445474,en,literal,Bar Pacific,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
504,uri,http://www.wikidata.org/entity/Q16951366,en,literal,Beta Pharma Inc.,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-07T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q507443,literal,,literal,,literal,"http://www.wikidata.org/entity/Q11102411, http://www.wikidata.org/entity/Q1361574, http://www.wikidata.org/entity/Q49145",literal,,,,,,,,,,,wd:Q148
